method1_dir,method1_file,method1_startline,method1_endline,method2_dir,method2_file,method2_startline,method2_endline
selected,2699836.java,136,144,selected,1983957.java,168,176
selected,1180821.java,20,25,selected,1180821.java,27,32
selected,923796.java,101,106,selected,1544487.java,79,84
selected,704843.java,200,211,selected,704843.java,213,224
selected,211182.java,505,515,selected,1527985.java,603,612
selected,1363758.java,132,139,selected,1363758.java,147,155
selected,780597.java,1059,1075,selected,780597.java,1415,1431
selected,754771.java,93,100,selected,754771.java,183,192
selected,1051350.java,185,192,selected,1051350.java,206,213
selected,780597.java,1022,1038,selected,780597.java,1433,1447
selected,905951.java,489,491,selected,324456.java,389,392
selected,780597.java,1465,1481,selected,780597.java,1483,1497
selected,141351.java,202,229,selected,141351.java,237,257
selected,939512.java,170,182,selected,2635985.java,119,126
selected,253315.java,102,118,selected,1931851.java,319,335
selected,1376560.java,240,245,selected,1376560.java,247,252
selected,672082.java,546,699,selected,672082.java,774,927
selected,1090867.java,814,823,selected,127068.java,801,810
selected,1087894.java,1195,1229,selected,1163823.java,1337,1372
selected,211182.java,823,832,selected,1090867.java,1003,1012
selected,1700152.java,66,81,selected,1052731.java,15,30
selected,1090867.java,616,625,selected,1090867.java,1003,1012
selected,2231665.java,140,145,selected,2231665.java,158,163
selected,1934477.java,112,121,selected,2176051.java,235,244
selected,1483221.java,1121,1133,selected,2038811.java,963,974
selected,2182698.java,55,67,selected,777548.java,52,64
selected,952606.java,311,321,selected,497716.java,363,373
selected,211182.java,551,559,selected,1527985.java,676,684
selected,1706768.java,616,629,selected,1706768.java,690,703
selected,38030.java,76,87,selected,79347.java,272,283
selected,2727594.java,483,496,selected,448380.java,604,613
selected,278991.java,669,684,selected,1585454.java,668,683
selected,1664613.java,790,801,selected,608664.java,790,801
selected,1440527.java,450,453,selected,1242991.java,475,478
selected,974838.java,852,897,selected,2626904.java,628,670
selected,781650.java,1194,1200,selected,781650.java,1205,1211
selected,67340.java,42,48,selected,67340.java,74,80
selected,2064537.java,178,187,selected,2064537.java,189,198
selected,780597.java,319,336,selected,780597.java,377,394
selected,2691841.java,311,316,selected,2691841.java,335,340
selected,2455644.java,281,289,selected,2461884.java,1145,1156
selected,1090867.java,525,535,selected,687849.java,488,498
selected,2077739.java,747,755,selected,77754.java,849,857
selected,1090867.java,1003,1012,selected,127068.java,815,824
selected,2587776.java,261,276,selected,1161059.java,508,523
selected,2272041.java,1020,1025,selected,2272041.java,1183,1188
selected,2286281.java,322,331,selected,2286281.java,498,507
selected,869245.java,131,137,selected,869245.java,144,150
selected,278991.java,560,577,selected,1585454.java,559,576
selected,211182.java,655,664,selected,1090867.java,634,644
selected,946567.java,50,62,selected,946567.java,64,76
selected,1636651.java,571,579,selected,1636651.java,825,832
selected,1065912.java,222,254,selected,2273325.java,223,255
selected,1262287.java,1195,1229,selected,149123.java,1237,1271
selected,2515536.java,139,172,selected,354513.java,141,174
selected,2706756.java,335,350,selected,1089664.java,479,495
selected,910572.java,19,35,selected,386201.java,71,80
selected,649550.java,1538,1545,selected,649550.java,1577,1584
selected,1496807.java,1198,1206,selected,375037.java,1206,1214
selected,1536124.java,496,513,selected,151188.java,594,610
selected,1459340.java,58,66,selected,1756216.java,63,71
selected,1688955.java,607,611,selected,2429130.java,687,691
selected,2701228.java,59,82,selected,1933084.java,82,106
selected,448380.java,1073,1082,selected,127068.java,1897,1906
selected,1065912.java,99,121,selected,764675.java,81,103
selected,1892595.java,279,284,selected,343671.java,258,263
selected,1090867.java,653,661,selected,1090867.java,832,839
selected,1090867.java,742,752,selected,687849.java,680,690
selected,516822.java,268,278,selected,1089834.java,202,213
selected,1636651.java,216,224,selected,1636651.java,324,332
selected,589289.java,76,78,selected,1983073.java,96,98
selected,780597.java,1059,1075,selected,780597.java,1608,1624
selected,2351060.java,683,693,selected,27954.java,683,693
selected,2727594.java,360,370,selected,1090867.java,525,535
selected,1501573.java,308,325,selected,1501573.java,336,358
selected,2231665.java,105,109,selected,2231665.java,111,115
selected,448380.java,669,677,selected,1527985.java,712,720
selected,2286281.java,288,298,selected,2286281.java,322,331
selected,2628940.java,667,675,selected,2628940.java,777,785
selected,256417.java,27,31,selected,2455081.java,27,30
selected,2023646.java,507,551,selected,2327021.java,255,299
selected,939512.java,238,244,selected,234618.java,135,140
selected,1589259.java,1122,1133,selected,1053311.java,1122,1133
selected,1416327.java,305,327,selected,2493825.java,247,269
selected,63976.java,772,797,selected,63976.java,895,920
selected,1295710.java,206,217,selected,1271468.java,9,24
selected,2727594.java,139,147,selected,2274744.java,175,183
selected,1087894.java,327,341,selected,1163823.java,335,350
selected,704843.java,465,473,selected,704843.java,517,526
selected,1452801.java,45,90,selected,2620843.java,44,88
selected,149123.java,1337,1372,selected,608664.java,1295,1330
selected,522719.java,545,564,selected,522719.java,575,594
selected,1288504.java,325,338,selected,1098654.java,352,365
selected,957193.java,635,709,selected,957193.java,714,788
selected,2437443.java,80,102,selected,179786.java,240,256
selected,1090867.java,202,211,selected,127068.java,1652,1664
selected,2286281.java,366,375,selected,2286281.java,421,430
selected,2374609.java,54,64,selected,1438745.java,43,51
selected,448380.java,473,483,selected,1527985.java,536,546
selected,2050386.java,36,41,selected,2050386.java,43,48
selected,1856485.java,205,210,selected,1856485.java,242,248
selected,63541.java,24,53,selected,63541.java,413,442
selected,794965.java,105,118,selected,2132545.java,105,118
selected,605362.java,822,856,selected,1714310.java,830,870
selected,1309422.java,165,191,selected,1309422.java,295,321
selected,780597.java,1433,1447,selected,780597.java,1515,1530
selected,1667657.java,258,264,selected,135754.java,181,187
selected,211182.java,521,529,selected,1527985.java,784,792
selected,641293.java,21,40,selected,167972.java,7,26
selected,85285.java,308,325,selected,85285.java,327,344
selected,88478.java,879,891,selected,88478.java,1016,1028
selected,172418.java,401,409,selected,1163823.java,401,409
selected,1119061.java,198,204,selected,1119061.java,355,361
selected,1802351.java,1128,1141,selected,974838.java,1196,1207
selected,1937258.java,526,572,selected,1051194.java,563,609
selected,2699836.java,76,85,selected,2176051.java,235,244
selected,1090867.java,449,459,selected,127068.java,480,493
selected,687849.java,680,690,selected,127068.java,967,976
selected,2279161.java,112,115,selected,539781.java,77,80
selected,1527985.java,801,810,selected,687849.java,252,260
selected,2242014.java,299,307,selected,1643376.java,340,348
selected,1933084.java,125,152,selected,294407.java,844,870
selected,448380.java,535,544,selected,448380.java,780,789
selected,2727594.java,341,351,selected,2274744.java,362,372
selected,1926814.java,1678,1696,selected,1926814.java,1705,1725
selected,1372864.java,483,492,selected,1090867.java,542,551
selected,2014371.java,483,517,selected,2014371.java,562,606
selected,1090867.java,1023,1032,selected,1527985.java,952,961
selected,356074.java,894,900,selected,1053311.java,899,905
selected,2274744.java,92,104,selected,448380.java,150,162
selected,2298996.java,55,78,selected,2298996.java,89,111
selected,1934555.java,791,804,selected,1934555.java,813,826
selected,1083858.java,32,57,selected,2104963.java,36,59
selected,2416674.java,427,439,selected,2416674.java,499,513
selected,1666056.java,227,239,selected,1666056.java,374,386
selected,448380.java,399,412,selected,1527985.java,510,520
selected,2493801.java,413,422,selected,2493801.java,524,534
selected,1239513.java,22,29,selected,1755560.java,120,127
selected,729953.java,239,245,selected,2195492.java,237,242
selected,2037851.java,197,207,selected,2037851.java,213,223
selected,1372864.java,604,612,selected,687849.java,761,769
selected,464694.java,218,241,selected,2449007.java,882,904
selected,2279161.java,192,195,selected,539781.java,92,95
selected,1087894.java,557,584,selected,1664613.java,557,584
selected,420047.java,148,155,selected,653668.java,167,174
selected,780597.java,779,793,selected,780597.java,987,1002
selected,1536124.java,299,314,selected,151188.java,389,404
selected,1372864.java,300,313,selected,687849.java,371,384
selected,2099053.java,56,68,selected,2117362.java,242,254
selected,184616.java,1067,1080,selected,184616.java,1213,1228
selected,1811867.java,41,54,selected,829580.java,39,52
selected,1607771.java,1128,1141,selected,2510322.java,880,891
selected,729859.java,110,116,selected,1525190.java,110,116
selected,1218998.java,42,57,selected,1218998.java,71,86
selected,2592955.java,37,45,selected,221303.java,717,723
selected,826032.java,1601,1607,selected,1510393.java,317,323
selected,2730671.java,255,260,selected,2730671.java,322,327
selected,1636651.java,715,723,selected,1636651.java,749,756
selected,1163823.java,929,939,selected,1589259.java,929,939
selected,2343555.java,91,98,selected,2343555.java,100,107
selected,127068.java,659,668,selected,127068.java,680,688
