method1_dir,method1_file,method1_startline,method1_endline,method2_dir,method2_file,method2_startline,method2_endline
default,22931.java,110,197,default,40375.java,93,171
default,39186.java,520,623,default,92452.java,526,629
default,56485.java,12,133,default,94873.java,15,144
selected,164344.java,1067,1150,selected,164344.java,1239,1321
selected,2095100.java,273,328,selected,1909964.java,207,262
selected,1200061.java,440,534,selected,1200061.java,440,534
selected,1714423.java,77,134,selected,1714423.java,77,134
default,121215.java,48,157,default,56025.java,48,157
default,53817.java,722,882,default,3335.java,723,883
selected,342041.java,167,228,selected,315465.java,193,254
selected,2416198.java,877,1172,selected,1089664.java,1582,1881
default,25073.java,197,262,default,59583.java,204,267
default,60778.java,27,96,default,91168.java,27,99
selected,2614578.java,108,248,default,53513.java,18,155
selected,2499659.java,1544,1611,selected,2499659.java,1544,1611
default,112854.java,331,393,selected,1106036.java,235,287
selected,862468.java,73,199,selected,1764601.java,71,189
default,11981.java,1364,1488,default,28121.java,1382,1506
selected,2487241.java,29,141,selected,1465010.java,49,138
default,60868.java,539,594,default,46669.java,654,709
selected,234618.java,19,77,selected,1544487.java,19,77
default,59397.java,498,564,default,59397.java,498,564
selected,2415495.java,71,189,selected,1330759.java,81,175
default,89284.java,196,256,default,5567.java,195,255
default,105704.java,204,283,default,18957.java,201,280
default,27677.java,489,575,default,27677.java,489,575
selected,2429982.java,978,1036,selected,1944537.java,691,749
default,52174.java,1454,1667,default,28942.java,1412,1622
selected,1838222.java,29,180,selected,1038149.java,29,165
selected,1834805.java,95,385,selected,1834805.java,95,385
default,125079.java,136,369,default,28083.java,136,369
default,59008.java,13,89,default,77349.java,16,115
selected,2171652.java,164,225,selected,415194.java,185,246
default,10101.java,220,385,default,14338.java,205,416
default,28121.java,141,313,default,28121.java,141,313
selected,734475.java,597,658,selected,1049521.java,522,574
selected,1289780.java,94,394,selected,1203567.java,132,435
selected,1153223.java,301,406,selected,1044401.java,311,416
selected,895978.java,555,625,selected,895978.java,627,697
selected,2406596.java,516,578,selected,2310325.java,699,761
selected,1201888.java,55,128,selected,336575.java,37,110
default,123784.java,27,96,default,89288.java,27,99
selected,1910293.java,88,161,selected,193330.java,66,139
selected,388821.java,119,224,selected,388821.java,119,224
selected,340985.java,198,252,selected,340985.java,198,252
selected,793117.java,19,77,selected,973922.java,19,69
selected,2087638.java,252,369,selected,2348022.java,65,188
default,89288.java,238,304,default,89288.java,238,304
selected,632355.java,173,295,selected,2371027.java,145,266
selected,430803.java,33,100,selected,430803.java,33,100
default,94873.java,737,803,default,28121.java,623,683
selected,1330697.java,130,199,selected,2393300.java,52,124
selected,2111982.java,169,264,selected,2722391.java,255,347
selected,1888324.java,252,346,selected,1888324.java,356,450
default,109645.java,16,123,default,109645.java,16,123
selected,2140356.java,49,146,selected,2084125.java,49,151
selected,314988.java,55,117,selected,25415.java,42,103
selected,654461.java,434,559,selected,1416709.java,432,557
default,33257.java,262,317,default,12608.java,262,317
default,40921.java,204,270,default,89284.java,196,256
default,88421.java,17,319,default,110800.java,17,317
default,80658.java,1094,1223,default,55600.java,1094,1223
default,105502.java,9,97,default,116121.java,16,104
selected,1320220.java,310,364,selected,1261593.java,79,130
default,25052.java,129,211,default,50898.java,129,211
selected,1326963.java,49,126,selected,624894.java,29,85
selected,1298072.java,57,119,selected,463625.java,55,109
selected,1901682.java,89,185,selected,1901682.java,89,185
selected,1791838.java,912,1017,selected,1146410.java,806,911
default,13801.java,383,482,default,11822.java,383,482
selected,2341509.java,485,546,selected,711008.java,382,456
selected,708312.java,19,77,selected,2233792.java,19,69
default,64410.java,301,406,selected,1051194.java,340,445
default,94873.java,391,568,default,60868.java,315,466
selected,1349545.java,69,179,selected,2518261.java,71,189
selected,2378744.java,150,236,default,108730.java,148,234
selected,2728717.java,183,270,selected,284296.java,188,275
default,11981.java,315,466,default,11981.java,315,466
selected,1602940.java,75,209,selected,2579915.java,75,209
default,48824.java,669,781,default,48824.java,669,781
default,103951.java,27,99,default,47767.java,27,99
default,94873.java,1233,1298,default,94873.java,1233,1298
default,18786.java,1087,1164,default,81748.java,1109,1188
default,1552.java,53,203,selected,193877.java,55,205
default,28392.java,583,647,default,90872.java,390,457
default,11981.java,1181,1261,default,11981.java,1181,1261
default,101001.java,20,75,default,54915.java,21,71
default,119198.java,19,135,default,28101.java,19,135
selected,1614438.java,274,383,selected,1614438.java,274,383
selected,301288.java,337,397,selected,317268.java,424,476
selected,1555638.java,36,113,selected,447315.java,36,109
selected,1282827.java,388,444,selected,1033020.java,320,376
selected,1496807.java,445,507,selected,1560483.java,363,425
selected,1064908.java,97,149,selected,498662.java,98,152
selected,2278916.java,19,77,selected,973922.java,19,69
default,19075.java,41,227,default,5385.java,41,226
selected,1227669.java,586,647,selected,2510042.java,673,730
default,63057.java,142,195,default,109003.java,135,189
default,60868.java,850,928,selected,1264956.java,971,1049
selected,264272.java,363,425,selected,1095439.java,138,200
default,11876.java,168,259,default,58627.java,162,245
selected,2225348.java,36,104,selected,1008395.java,105,173
selected,342350.java,138,223,selected,1160667.java,131,216
default,16051.java,129,211,default,41669.java,182,270
default,77349.java,381,478,default,21745.java,40,130
default,125352.java,136,334,default,61445.java,183,377
default,114236.java,258,370,default,44688.java,704,816
default,60402.java,598,728,default,21199.java,655,795
default,45488.java,726,797,default,65821.java,726,797
default,30906.java,27,99,default,53604.java,27,99
selected,2252964.java,595,662,selected,2252964.java,664,730
default,8528.java,369,463,default,32260.java,383,482
selected,23764.java,1135,1216,selected,23764.java,1135,1216
default,85708.java,263,375,default,85594.java,669,781
default,12038.java,188,251,default,59583.java,204,267
selected,1623842.java,140,198,selected,1672087.java,223,283
selected,2221175.java,520,584,selected,1860438.java,781,837
default,131341.java,167,247,default,6763.java,167,247
default,2905.java,128,195,default,43916.java,141,222
default,42859.java,196,256,default,55062.java,188,251
default,8986.java,48,157,default,40796.java,43,152
default,14153.java,20,70,default,40921.java,21,71
default,79128.java,48,157,default,121215.java,48,157
default,8506.java,183,246,default,9986.java,185,248
selected,171160.java,737,856,selected,916268.java,608,730
selected,1298072.java,57,119,selected,2339736.java,53,99
default,113275.java,53,111,default,32710.java,53,111
selected,2512321.java,46,229,selected,1895662.java,47,267
default,46669.java,1628,1797,default,46669.java,1628,1797
default,85318.java,202,265,default,83354.java,202,265
selected,2431932.java,11,89,default,24853.java,9,97
default,7258.java,201,322,default,7258.java,324,444
default,8548.java,20,70,default,41445.java,20,75
selected,189000.java,231,304,selected,1501596.java,245,318
selected,1558802.java,33,122,selected,2202740.java,49,151
default,125374.java,14,76,default,25271.java,14,76
default,60778.java,98,196,default,89288.java,101,211
default,42859.java,23,84,default,5567.java,24,83
default,89288.java,101,211,default,89288.java,101,211
default,118575.java,220,385,default,58563.java,205,326
selected,2319397.java,65,143,selected,151188.java,81,141
default,60868.java,1181,1261,default,94873.java,1438,1524
default,59561.java,134,181,default,102463.java,134,181
default,75101.java,108,265,default,112293.java,135,295
selected,1264956.java,1345,1431,default,94873.java,1438,1524
selected,379770.java,129,221,selected,379770.java,129,221
selected,1689488.java,128,184,selected,163485.java,73,129
selected,1170709.java,174,249,selected,1170709.java,104,172
default,105332.java,96,244,default,22947.java,96,244
selected,1407273.java,85,147,selected,1407273.java,149,211
selected,244126.java,158,225,selected,2221252.java,158,230
selected,807317.java,91,161,selected,1548456.java,63,149
selected,321301.java,168,229,selected,315465.java,193,254
default,131686.java,1101,1167,default,16199.java,1101,1167
selected,1188628.java,223,292,selected,1689753.java,251,320
selected,2314163.java,1411,1488,selected,1830981.java,1926,1994
selected,964253.java,984,1040,selected,1560483.java,899,957
selected,1811609.java,799,865,default,108650.java,890,956
default,7208.java,24,125,default,28154.java,24,125
default,32300.java,91,239,default,44048.java,91,239
default,38786.java,61,117,default,41292.java,63,112
selected,114476.java,329,402,selected,2598210.java,325,398
default,129040.java,68,125,default,22967.java,68,125
default,53817.java,420,699,default,122111.java,420,699
selected,1337961.java,117,198,selected,30347.java,115,186
default,94873.java,1627,1788,default,46669.java,1628,1797
selected,2352658.java,263,389,selected,611611.java,49,157
selected,1011915.java,168,229,selected,615198.java,185,246
selected,2011835.java,63,149,selected,1495862.java,67,169
selected,2210714.java,73,199,selected,1764601.java,71,189
selected,1453958.java,457,538,selected,1894116.java,457,537
default,94873.java,885,943,default,94873.java,885,943
default,86862.java,102,174,default,41859.java,102,174
selected,2125215.java,269,330,selected,1602511.java,912,959
selected,2038811.java,983,1041,selected,1098324.java,960,1018
selected,2635985.java,19,77,selected,459626.java,19,71
selected,2111982.java,709,829,selected,2722391.java,616,733
default,42378.java,386,471,selected,1511012.java,471,560
default,50381.java,139,193,default,109003.java,135,189
selected,656204.java,693,743,selected,186786.java,681,731
default,116619.java,19,135,default,77900.java,24,125
selected,478366.java,186,241,selected,1535953.java,186,241
selected,1142875.java,232,309,selected,1142875.java,232,309
default,56485.java,12,133,selected,1274079.java,13,107
selected,1692540.java,74,172,selected,2391884.java,77,175
default,64536.java,90,172,default,58954.java,90,172
selected,658936.java,234,345,selected,658936.java,462,557
selected,2239709.java,63,149,selected,432775.java,61,139
default,16199.java,1009,1099,default,16199.java,1009,1099
selected,829725.java,61,139,selected,1706871.java,61,139
default,30438.java,544,610,selected,1677939.java,715,791
selected,611486.java,119,192,selected,77873.java,72,145
default,60868.java,623,683,default,28121.java,623,683
default,109645.java,160,251,default,48824.java,117,222
default,84501.java,205,326,default,19731.java,182,270
default,127497.java,61,117,default,74770.java,61,122
selected,2483148.java,19,77,selected,2603031.java,19,67
selected,2314672.java,257,339,selected,1291365.java,360,448
selected,2571221.java,54,207,default,54039.java,18,173
selected,925397.java,458,520,selected,1095439.java,138,200
selected,2371962.java,80,148,selected,2167266.java,82,145
selected,884454.java,1002,1062,selected,884454.java,1080,1141
default,118479.java,157,242,default,9691.java,157,242
selected,453804.java,199,260,selected,1732789.java,201,262
default,105284.java,11,104,default,14749.java,11,104
selected,474085.java,302,390,selected,1051194.java,340,445
selected,480268.java,45,134,selected,2104887.java,30,103
selected,1323852.java,894,963,selected,1323852.java,1032,1097
selected,1427256.java,168,229,selected,2175426.java,168,229
default,14338.java,205,416,default,58393.java,205,416
default,104510.java,130,197,default,37733.java,132,205
selected,833686.java,350,578,selected,905511.java,71,340
selected,223965.java,737,797,selected,114964.java,157,231
selected,1055690.java,129,180,selected,1137228.java,89,143
default,36071.java,188,251,default,18032.java,188,251
selected,1874820.java,179,251,selected,1352406.java,174,246
selected,1498233.java,170,571,selected,2697187.java,177,578
selected,2493825.java,67,140,selected,2323361.java,136,220
selected,2431227.java,187,314,selected,2431227.java,187,314
selected,1616622.java,55,129,selected,2323361.java,136,220
selected,618244.java,39,113,selected,1910293.java,88,161
selected,618244.java,39,113,selected,1201888.java,55,128
default,103951.java,238,304,default,47767.java,226,288
selected,303448.java,268,561,selected,303448.java,268,561
selected,1991165.java,163,242,selected,2663888.java,163,242
default,136560.java,1415,1623,default,90813.java,1412,1622
selected,255050.java,167,228,selected,2117362.java,169,230
selected,171160.java,158,253,selected,171160.java,863,982
selected,605362.java,498,569,selected,1999759.java,497,568
selected,2685214.java,126,188,selected,563488.java,10,77
default,54016.java,132,205,default,42775.java,139,215
default,75701.java,311,372,default,20914.java,283,344
default,84418.java,938,991,default,74403.java,935,988
selected,2352658.java,174,261,selected,284296.java,188,275
selected,2635985.java,19,77,selected,1544487.java,19,77
selected,2314163.java,1133,1204,selected,1830981.java,1319,1391
default,3471.java,316,467,default,100518.java,309,468
selected,342041.java,167,228,selected,2348634.java,167,228
selected,424924.java,37,120,selected,2493825.java,67,140
default,7841.java,234,325,default,68311.java,234,325
selected,658591.java,42,125,selected,658591.java,202,271
selected,658234.java,406,608,default,40635.java,1412,1622
selected,1261031.java,190,311,selected,1261031.java,313,412
selected,1044179.java,73,199,selected,1009137.java,69,179
selected,651619.java,303,364,selected,364540.java,447,509
selected,1849426.java,755,858,selected,2436743.java,757,860
selected,1541688.java,92,177,selected,221303.java,104,198
default,136668.java,53,166,default,68056.java,53,166
selected,588446.java,447,508,selected,1095439.java,138,200
selected,50578.java,207,264,selected,1643376.java,249,304
selected,355056.java,946,1021,selected,1730017.java,999,1074
selected,42454.java,119,224,default,41424.java,114,204
selected,860808.java,1146,1221,selected,860808.java,1146,1221
selected,898394.java,75,132,selected,787054.java,75,132
selected,2318650.java,154,287,selected,2318650.java,154,287
default,109645.java,408,506,default,48824.java,379,476
default,109645.java,408,506,default,44688.java,408,506
selected,6707.java,37,110,selected,1616622.java,55,129
default,14153.java,183,246,default,123451.java,183,246
default,21155.java,298,353,default,37949.java,298,353
selected,1874820.java,362,443,selected,11099.java,252,329
selected,2683357.java,493,546,selected,1467711.java,508,563
selected,2018706.java,91,191,selected,1543239.java,104,218
selected,1105687.java,75,209,selected,862468.java,73,199
selected,189302.java,719,900,selected,189302.java,719,900
selected,438322.java,493,545,selected,2554952.java,447,509
default,28484.java,655,795,default,21199.java,284,443
selected,2465515.java,551,633,selected,986029.java,772,852
default,7403.java,38,170,default,49508.java,38,170
default,35234.java,164,591,default,56933.java,164,591
selected,2358769.java,43,201,selected,2358769.java,43,201
default,69335.java,41,100,default,33936.java,41,100
default,109780.java,179,257,default,22797.java,179,257
default,59008.java,372,505,default,3560.java,372,505
selected,2060809.java,371,464,selected,2398439.java,353,434
default,12856.java,882,1003,default,83020.java,882,1003
default,136668.java,53,166,default,26530.java,53,166
default,60868.java,1181,1261,default,28121.java,1181,1279
selected,1898108.java,129,201,selected,2034208.java,107,171
default,42242.java,172,237,default,16284.java,172,237
default,60778.java,223,281,default,60778.java,223,281
selected,1090741.java,856,907,selected,1609635.java,1346,1411
selected,1289780.java,94,394,selected,501358.java,138,442
default,54962.java,53,166,default,76982.java,53,166
selected,573153.java,191,396,selected,2066085.java,170,375
selected,1615286.java,1651,1707,selected,1615286.java,1651,1707
selected,1502645.java,55,109,selected,1622687.java,55,109
selected,266837.java,75,209,selected,2210714.java,73,199
default,128268.java,117,196,default,18828.java,117,196
default,53491.java,204,283,default,30925.java,142,209
selected,1943837.java,577,660,selected,1943837.java,577,660
default,47767.java,101,199,default,60778.java,98,196
selected,1379153.java,343,404,selected,2144903.java,719,780
default,111270.java,189,249,default,14153.java,183,246
selected,2087638.java,77,218,selected,1856030.java,43,190
selected,247889.java,184,261,selected,247889.java,273,340
default,46669.java,1234,1299,default,11981.java,1003,1059
default,58183.java,1373,1463,default,6489.java,619,723
selected,2011835.java,63,149,selected,2664077.java,63,149
selected,1641241.java,545,615,selected,1641241.java,545,615
default,8539.java,130,197,default,1628.java,130,197
selected,183320.java,45,134,selected,1759377.java,53,124
selected,2011637.java,75,209,selected,1669874.java,89,215
selected,134213.java,280,372,selected,2631232.java,254,346
default,91744.java,1154,1209,selected,1262012.java,1235,1290
selected,316575.java,1528,1607,selected,15044.java,1549,1629
selected,597475.java,984,1040,selected,1095439.java,360,418
selected,1264956.java,17,140,default,94873.java,15,144
selected,403790.java,39,151,selected,238734.java,81,215
selected,1087156.java,1287,1372,selected,1447890.java,1594,1689
default,129750.java,14,77,default,91094.java,14,76
default,86699.java,53,166,default,80717.java,53,166
selected,1774296.java,823,967,selected,1774296.java,969,1111
selected,1264956.java,197,376,default,46669.java,201,389
selected,316575.java,539,594,selected,93071.java,655,716
selected,465334.java,71,189,selected,1764601.java,71,189
default,28121.java,141,313,default,94873.java,201,389
default,76704.java,304,453,default,90813.java,304,450
default,88218.java,253,352,selected,1894116.java,253,352
selected,1264956.java,378,544,default,28121.java,315,466
selected,432775.java,61,139,selected,148767.java,67,169
selected,2436743.java,67,126,selected,2120512.java,59,118
default,82213.java,22,102,default,23139.java,15,103
selected,1162000.java,219,296,selected,1288504.java,252,323
selected,321301.java,168,229,selected,88144.java,168,229
default,85594.java,571,625,default,85594.java,571,625
default,25960.java,11,71,default,3335.java,14,61
default,103.java,143,220,default,103.java,143,220
selected,2314163.java,457,588,selected,1830981.java,634,810
selected,377837.java,168,234,selected,377837.java,168,234
selected,1141442.java,277,330,selected,882970.java,210,266
selected,1498643.java,114,175,selected,1498643.java,114,175
selected,2705414.java,1762,1849,selected,644492.java,934,1021
selected,1232063.java,29,138,selected,34711.java,29,150
default,79012.java,110,197,default,32654.java,110,197
default,91327.java,53,166,default,127351.java,53,166
default,27769.java,23,117,default,20039.java,23,117
selected,459973.java,1388,1467,selected,644492.java,695,774
selected,2037579.java,982,1093,selected,1083174.java,1003,1114
selected,626735.java,75,209,selected,843078.java,75,209
default,86898.java,1032,1200,default,12304.java,1032,1200
selected,2056374.java,999,1057,selected,2672426.java,1022,1080
default,4297.java,188,251,default,71677.java,183,246
selected,719494.java,346,399,selected,719494.java,401,455
selected,377953.java,328,397,selected,1196689.java,359,428
