method1_dir,method1_file,method1_startline,method1_endline,method2_dir,method2_file,method2_startline,method2_endline
selected,459973.java,399,454,selected,93071.java,488,543
default,91168.java,27,99,default,53604.java,27,99
selected,748061.java,145,215,selected,1417740.java,147,216
default,81694.java,24,125,default,79388.java,19,135
selected,15044.java,1878,1930,selected,459973.java,1713,1776
default,76818.java,288,364,default,131728.java,288,364
selected,1690393.java,549,611,selected,2014002.java,187,259
default,94873.java,1438,1524,default,28121.java,1181,1279
default,96441.java,451,518,default,39186.java,451,518
default,105704.java,204,283,default,130832.java,143,210
default,4297.java,20,75,default,71677.java,20,70
selected,648561.java,442,539,selected,648561.java,843,950
selected,588446.java,985,1041,selected,927691.java,900,958
selected,342041.java,167,228,selected,1098434.java,167,228
selected,1825798.java,46,355,selected,714297.java,46,355
selected,1275780.java,362,443,selected,750560.java,353,434
default,73740.java,107,206,selected,1070076.java,101,200
default,93763.java,90,172,default,104991.java,90,172
default,28942.java,1412,1622,default,28942.java,1412,1622
selected,1536124.java,373,437,selected,398686.java,185,241
default,61946.java,299,458,default,86705.java,179,322
selected,1140887.java,250,349,selected,1894116.java,253,352
default,5489.java,20,75,default,89284.java,23,84
selected,1671698.java,258,317,selected,2002839.java,207,262
selected,1298072.java,57,119,selected,350567.java,61,139
selected,493791.java,63,209,selected,2140149.java,540,691
selected,807317.java,91,161,selected,2310961.java,63,149
default,11981.java,1181,1261,default,94873.java,1438,1524
selected,1467992.java,410,508,default,7607.java,41,130
default,25960.java,614,744,default,60402.java,598,728
selected,1404388.java,36,115,selected,1126422.java,64,136
selected,1875466.java,71,189,selected,2579915.java,75,209
default,25960.java,284,433,default,21199.java,655,795
default,90813.java,1412,1622,default,113905.java,1461,1683
default,92452.java,631,690,default,15672.java,625,684
selected,969912.java,17,439,default,67904.java,385,880
default,53604.java,101,211,default,47767.java,101,199
default,84418.java,203,265,default,74403.java,200,262
default,76704.java,304,453,default,136560.java,304,453
selected,761894.java,90,175,selected,827709.java,88,165
selected,171160.java,370,475,selected,916268.java,259,364
default,59943.java,24,83,default,42859.java,23,84
default,76704.java,1415,1623,default,52174.java,1454,1667
default,25960.java,158,282,default,21199.java,148,282
default,125374.java,14,76,default,71902.java,14,76
selected,602351.java,270,337,selected,421536.java,437,502
selected,708312.java,19,77,selected,1656760.java,19,91
selected,372698.java,37,110,selected,1201888.java,55,128
selected,345285.java,45,134,selected,1484507.java,77,149
default,73326.java,23,117,default,27769.java,23,117
selected,193330.java,66,139,selected,1427266.java,65,137
selected,1264956.java,1534,1710,default,94873.java,1627,1788
selected,971416.java,58,114,selected,2069608.java,68,124
selected,2340381.java,67,169,selected,148767.java,67,169
default,60868.java,315,466,default,46669.java,391,569
selected,1354862.java,388,582,selected,396619.java,96,286
selected,1552599.java,61,139,selected,987736.java,69,179
selected,1240736.java,102,184,selected,1260635.java,116,198
selected,1858513.java,78,417,selected,633540.java,80,434
selected,837111.java,57,119,selected,1340421.java,57,119
selected,526385.java,177,579,selected,2697187.java,177,578
default,84103.java,36,280,default,115410.java,36,280
selected,470025.java,388,470,selected,832449.java,386,468
selected,280205.java,59,129,selected,1108196.java,57,119
selected,734475.java,597,658,selected,734475.java,597,658
selected,841335.java,61,134,selected,1910293.java,88,161
selected,459973.java,1109,1165,selected,644492.java,419,475
default,123784.java,98,196,default,123784.java,98,196
selected,597475.java,447,508,selected,964253.java,447,508
default,80007.java,188,251,default,130721.java,194,256
selected,1403576.java,18,105,default,24853.java,9,97
default,60868.java,15,129,selected,1274079.java,13,107
selected,598602.java,243,301,selected,598602.java,305,363
selected,82421.java,42,109,selected,2712776.java,97,146
selected,2340381.java,67,169,selected,432775.java,61,139
default,71677.java,183,246,default,25073.java,197,262
selected,1434313.java,106,363,selected,1991206.java,120,356
default,134679.java,46,130,default,108831.java,46,130
selected,941273.java,41,114,selected,336575.java,37,110
selected,1732437.java,1853,1916,selected,1732437.java,1853,1916
default,132453.java,863,998,default,18786.java,863,998
selected,1003467.java,63,149,selected,1495862.java,67,169
default,60868.java,141,313,default,46669.java,201,389
selected,17156.java,821,893,selected,17156.java,821,893
selected,1669874.java,89,215,selected,1128882.java,83,249
selected,668040.java,51,193,selected,1193480.java,51,177
selected,59218.java,874,932,selected,2108660.java,1068,1134
selected,2504601.java,187,247,selected,2485105.java,187,247
selected,342041.java,167,228,selected,415194.java,185,246
default,31794.java,205,478,default,67047.java,203,414
default,114236.java,258,370,default,85594.java,669,781
selected,2487241.java,29,141,selected,1856030.java,43,190
selected,2348022.java,254,345,selected,2140356.java,49,146
selected,713297.java,518,654,selected,1910950.java,1668,1804
default,80065.java,56,140,default,5014.java,46,130
selected,689963.java,119,191,default,32738.java,177,250
selected,1005116.java,496,575,selected,1005116.java,496,575
default,99928.java,48,157,default,49316.java,48,157
selected,2114915.java,48,121,selected,7504.java,75,151
default,21828.java,46,130,default,80065.java,56,140
selected,1227669.java,586,647,selected,2510042.java,673,730
default,54016.java,132,205,default,20162.java,132,205
default,11876.java,168,259,default,58627.java,162,245
selected,459973.java,1713,1776,selected,93071.java,1913,1964
default,76704.java,304,453,default,88262.java,300,468
selected,1997020.java,443,508,selected,1997020.java,443,508
selected,2623055.java,145,202,selected,1202074.java,147,204
default,8548.java,183,246,default,31718.java,194,256
default,125352.java,136,334,default,61445.java,183,377
selected,1702448.java,168,229,selected,1756427.java,206,267
default,767.java,413,477,default,63707.java,413,477
selected,2334770.java,353,497,selected,2492057.java,347,485
default,96441.java,773,837,default,39186.java,773,837
selected,316575.java,539,594,selected,15044.java,699,760
selected,777766.java,59,129,selected,432775.java,61,139
selected,1385666.java,1748,1835,selected,2049331.java,1052,1161
selected,1616622.java,55,129,selected,1345454.java,36,109
default,91744.java,556,615,selected,1262012.java,604,663
default,113275.java,53,111,default,32710.java,53,111
selected,193330.java,66,139,selected,1201888.java,55,128
default,123784.java,223,281,default,47767.java,226,288
default,7258.java,201,322,default,7258.java,324,444
default,84051.java,61,122,default,74770.java,61,122
default,115203.java,235,298,default,55419.java,146,209
default,103951.java,238,304,default,103951.java,238,304
selected,1326963.java,160,272,selected,1490133.java,262,377
default,60402.java,268,417,default,21199.java,284,443
selected,1193583.java,57,119,selected,1977800.java,59,129
selected,1760314.java,37,120,selected,77873.java,72,145
default,2909.java,383,482,default,82554.java,383,482
selected,1383160.java,306,396,selected,249418.java,306,396
default,114236.java,13,89,default,54740.java,13,89
default,76704.java,1415,1623,selected,1398140.java,160,385
default,77531.java,40,129,default,48824.java,379,476
default,44688.java,160,251,selected,1467992.java,162,253
selected,2635985.java,19,77,selected,48166.java,19,65
selected,1224477.java,10,63,selected,2245028.java,10,63
selected,316575.java,671,732,selected,15044.java,699,760
selected,1224655.java,386,457,selected,46027.java,432,503
default,30925.java,142,209,default,130832.java,143,210
default,108679.java,581,668,selected,147839.java,571,657
selected,472448.java,73,180,selected,472448.java,73,180
default,105332.java,96,244,default,22947.java,96,244
default,30906.java,27,99,default,89288.java,27,99
default,61946.java,299,458,default,99256.java,299,458
selected,1385666.java,1239,1295,selected,2049331.java,370,446
selected,1407273.java,85,147,selected,1407273.java,149,211
default,46669.java,201,389,default,94873.java,201,389
default,87516.java,53,166,default,127351.java,53,166
default,58941.java,357,471,default,47706.java,357,471
selected,1387869.java,672,776,selected,1387869.java,672,776
default,48054.java,587,1160,default,68311.java,587,1160
selected,2209144.java,422,520,selected,2209144.java,422,520
selected,623140.java,120,185,selected,82505.java,81,136
selected,2494750.java,918,997,selected,255157.java,32,101
selected,929053.java,85,188,selected,2320326.java,219,317
selected,2340381.java,67,169,selected,1512092.java,67,169
selected,2171652.java,164,225,selected,912805.java,167,228
default,32654.java,110,197,default,19573.java,110,197
selected,2553894.java,207,279,default,31001.java,205,277
selected,1201888.java,55,128,selected,1009491.java,73,146
selected,597736.java,125,198,selected,1037232.java,42,114
selected,2477536.java,57,119,selected,1014883.java,57,119
selected,15044.java,1789,1876,selected,93071.java,1824,1911
selected,734475.java,597,658,selected,734475.java,532,595
default,36962.java,48,157,default,18834.java,48,157
default,94873.java,391,568,default,94873.java,391,568
default,2909.java,383,482,default,8528.java,369,463
selected,1506283.java,61,139,selected,1108196.java,57,119
default,120135.java,63,112,default,74770.java,61,122
default,30906.java,238,304,default,123784.java,223,281
selected,658234.java,89,340,selected,890792.java,11,231
default,47767.java,27,99,default,60778.java,27,96
selected,644056.java,683,892,selected,644056.java,683,892
selected,1597643.java,100,217,selected,141184.java,104,229
selected,1823069.java,461,618,selected,2673551.java,423,577
selected,1735849.java,263,380,selected,1312858.java,263,380
selected,225359.java,183,265,selected,2587776.java,193,259
selected,2011835.java,63,149,selected,280205.java,59,129
selected,15044.java,1153,1228,selected,93071.java,1112,1187
selected,342041.java,167,228,selected,2112291.java,168,229
selected,459973.java,986,1059,selected,2705414.java,1127,1202
default,58510.java,369,463,default,71930.java,369,463
selected,1643376.java,444,521,selected,46027.java,432,503
selected,1811609.java,680,749,selected,559027.java,178,259
selected,1264956.java,713,779,default,60868.java,623,683
default,124879.java,195,255,default,5489.java,188,251
selected,967656.java,189,253,selected,1759377.java,158,239
selected,978188.java,894,963,selected,1323852.java,894,963
selected,2124810.java,388,483,selected,2124810.java,388,483
selected,1960245.java,679,948,selected,1960245.java,950,1205
selected,1692540.java,74,172,selected,2391884.java,77,175
selected,1275780.java,362,443,default,32738.java,362,444
selected,1189778.java,40,187,selected,158058.java,39,165
selected,925397.java,458,520,selected,927691.java,363,425
selected,925397.java,997,1055,selected,364540.java,980,1038
default,11981.java,315,466,default,94873.java,391,568
selected,2435563.java,585,661,default,53073.java,583,659
selected,316575.java,1132,1207,selected,644492.java,293,368
default,135077.java,311,372,default,20162.java,301,362
selected,1838580.java,259,328,selected,1951443.java,245,314
selected,1613355.java,305,371,selected,1365784.java,287,353
selected,1262012.java,604,663,selected,76730.java,558,617
selected,597475.java,447,508,selected,1095439.java,138,200
default,88262.java,1461,1683,default,34614.java,1415,1623
selected,463625.java,55,109,selected,1939322.java,55,109
selected,2060809.java,187,259,selected,1690393.java,549,611
default,31047.java,41,100,default,33936.java,41,100
default,92768.java,169,262,default,58183.java,1373,1463
default,50362.java,132,205,default,267.java,139,215
default,49259.java,299,392,default,49259.java,299,392
selected,1802351.java,447,509,selected,1494993.java,446,508
selected,2391884.java,177,264,selected,284296.java,188,275
selected,102108.java,85,294,selected,1323102.java,55,303
default,125392.java,54,158,default,19476.java,54,158
selected,1016175.java,11,99,default,24853.java,9,97
selected,1726180.java,411,509,selected,1726180.java,515,623
selected,1895662.java,47,267,selected,1694667.java,47,270
selected,342350.java,138,223,selected,100238.java,129,213
selected,480268.java,168,232,selected,1490133.java,674,734
selected,1075996.java,61,139,selected,1108196.java,57,119
selected,7504.java,75,151,selected,1345454.java,36,109
selected,1202960.java,61,167,selected,467614.java,63,154
selected,750560.java,353,434,default,80764.java,473,554
selected,1739228.java,290,356,selected,1739228.java,546,612
default,106959.java,61,122,default,88126.java,63,112
default,128221.java,204,270,default,9986.java,185,248
selected,672082.java,546,699,selected,672082.java,1295,1448
selected,2008325.java,79,229,selected,1352679.java,73,199
selected,2340381.java,67,169,selected,600464.java,75,209
selected,2005837.java,40,186,selected,1200296.java,110,250
default,25960.java,11,71,default,28484.java,11,55
default,83219.java,40,147,default,67921.java,40,147
selected,440074.java,442,503,selected,2584861.java,16,74
default,85594.java,960,1036,default,48824.java,960,1036
selected,1314942.java,19,75,selected,1656760.java,19,91
selected,1473439.java,1003,1114,selected,1083174.java,1003,1114
selected,1616622.java,55,129,selected,2323361.java,136,220
default,28121.java,623,683,default,94873.java,737,803
selected,1224655.java,386,457,selected,1120219.java,374,445
selected,303448.java,268,561,selected,303448.java,268,561
selected,1291926.java,223,281,default,66065.java,235,306
selected,1274079.java,691,751,default,87653.java,1007,1084
selected,1534368.java,24,99,selected,166815.java,94,174
default,29512.java,158,243,default,42700.java,157,242
selected,443043.java,553,615,selected,443043.java,812,858
selected,2259753.java,168,229,selected,1756427.java,206,267
default,107906.java,49,263,default,105158.java,49,263
default,53513.java,18,155,selected,496720.java,345,470
selected,1929961.java,650,758,selected,535388.java,625,733
default,107779.java,93,171,default,23875.java,110,197
selected,436826.java,208,256,selected,581843.java,219,282
selected,1448635.java,805,873,selected,1448635.java,805,873
selected,1349545.java,69,179,selected,1875466.java,71,189
default,130721.java,194,256,default,124879.java,195,255
selected,683557.java,223,307,selected,2432188.java,254,340
selected,453804.java,199,260,selected,615198.java,185,246
default,111731.java,14,77,default,84131.java,14,76
selected,234618.java,19,77,selected,2635985.java,19,77
selected,2614578.java,108,248,selected,798888.java,42,173
default,131686.java,1169,1270,default,131686.java,1169,1270
default,115119.java,50,163,default,7819.java,53,166
default,71672.java,142,375,default,60710.java,142,375
default,109645.java,699,811,default,44688.java,704,816
selected,517568.java,233,320,selected,1409120.java,1017,1104
selected,209298.java,950,1008,selected,1095439.java,360,418
default,77349.java,381,478,default,85594.java,379,476
selected,2289122.java,67,123,selected,330038.java,72,123
default,84051.java,61,122,default,127497.java,61,117
default,76704.java,1415,1623,default,34614.java,1415,1623
default,28484.java,655,795,default,21199.java,284,443
default,93902.java,171,236,default,30042.java,171,236
selected,2038811.java,983,1041,selected,2190287.java,979,1037
selected,2011637.java,75,209,selected,147208.java,77,219
selected,1475.java,36,79,default,40623.java,35,91
selected,1759377.java,158,239,selected,151188.java,175,257
default,60778.java,223,281,default,60778.java,223,281
default,10497.java,141,222,default,104510.java,130,197
default,107017.java,20,75,default,40921.java,21,71
selected,2213915.java,114,287,selected,2213915.java,114,287
selected,2005837.java,197,267,selected,2091825.java,68,124
selected,2397265.java,702,759,selected,1702294.java,585,638
selected,600464.java,75,209,selected,2008325.java,79,229
selected,2352658.java,75,172,selected,484249.java,77,175
selected,316575.java,671,732,selected,1385666.java,526,581
selected,725786.java,276,334,selected,725786.java,276,334
selected,1256552.java,402,473,selected,1909964.java,386,457
default,5489.java,20,75,default,5567.java,24,83
selected,493791.java,63,209,selected,2611603.java,1044,1170
selected,1571442.java,75,260,selected,899430.java,79,264
default,109329.java,1292,1355,default,72773.java,1292,1355
selected,2091246.java,83,163,selected,2429735.java,82,158
selected,253252.java,61,139,selected,2556961.java,59,129
default,130158.java,261,360,selected,1291365.java,251,350
selected,2295186.java,1239,1399,selected,977449.java,1413,1589
default,6489.java,346,436,default,6489.java,346,436
default,73740.java,420,699,default,39958.java,421,700
selected,1506283.java,61,139,selected,816844.java,67,169
selected,424924.java,37,120,selected,1760314.java,37,120
default,46669.java,15,144,default,11981.java,15,129
default,52174.java,1454,1667,default,40635.java,1412,1622
default,28121.java,850,928,default,46669.java,1065,1143
selected,955867.java,28,119,selected,2212922.java,28,119
selected,611611.java,461,515,selected,2728717.java,570,628
default,21745.java,40,130,default,7607.java,41,130
selected,750450.java,106,170,selected,1749306.java,135,199
selected,2503498.java,109,174,selected,336994.java,107,173
default,11981.java,1003,1059,default,94873.java,1233,1298
selected,403790.java,39,151,selected,238734.java,81,215
default,102232.java,38,170,default,23859.java,38,170
selected,618244.java,39,113,selected,336575.java,37,110
selected,2104887.java,30,103,selected,2358582.java,29,102
default,88523.java,61,122,default,96648.java,61,117
default,78479.java,9,97,selected,2431932.java,11,89
selected,633614.java,98,221,selected,2594686.java,98,221
selected,1288877.java,1161,1263,selected,1796897.java,1136,1218
selected,1842217.java,189,304,selected,1842217.java,189,304
selected,1404839.java,285,426,selected,2141209.java,294,443
default,28121.java,141,313,default,94873.java,201,389
selected,640092.java,19,128,selected,2314163.java,101,209
default,71677.java,183,246,default,16429.java,188,251
selected,2323009.java,98,156,selected,2551520.java,186,239
selected,916268.java,737,856,selected,916268.java,863,982
selected,1127900.java,626,695,selected,1196689.java,1628,1693
default,85594.java,16,115,default,77349.java,16,115
selected,374009.java,155,276,selected,374009.java,155,276
selected,59218.java,341,403,selected,1496807.java,445,507
selected,1616622.java,55,129,selected,77873.java,72,145
default,25960.java,11,71,default,3335.java,14,61
selected,1872221.java,109,231,selected,2151155.java,112,234
selected,249418.java,821,893,selected,2290813.java,821,893
default,47767.java,226,288,default,89288.java,238,304
selected,171160.java,863,982,selected,1396059.java,214,348
selected,793117.java,19,77,selected,242089.java,19,77
selected,1453958.java,457,538,selected,1291365.java,455,535
default,87516.java,53,166,default,98546.java,53,166
selected,14104.java,243,304,selected,1640527.java,233,293
default,60868.java,315,466,default,28121.java,315,466
default,6763.java,167,247,default,134888.java,167,247
default,3560.java,258,370,default,44688.java,704,816
selected,113958.java,169,230,selected,615198.java,185,246
selected,100428.java,833,917,selected,100428.java,833,917
default,6756.java,202,265,default,85318.java,202,265
selected,132670.java,43,101,selected,466357.java,43,101
selected,2315111.java,254,315,selected,1494180.java,956,1000
default,94873.java,885,943,default,28121.java,750,808
selected,906261.java,28,79,selected,772602.java,29,88
default,58183.java,1474,1578,default,58183.java,1474,1578
default,11518.java,40,158,default,22995.java,40,168
selected,2483148.java,19,77,selected,2721373.java,19,83
default,71677.java,183,246,default,54915.java,204,270
selected,611927.java,274,347,selected,375548.java,207,280
selected,530789.java,215,301,selected,1215077.java,214,300
default,14749.java,11,104,default,35412.java,11,104
