method1_dir,method1_file,method1_startline,method1_endline,method2_dir,method2_file,method2_startline,method2_endline
selected,1849426.java,65,124,selected,2436743.java,67,126
selected,1321892.java,215,223,selected,127068.java,296,304
selected,1316903.java,650,658,selected,361180.java,620,630
default,100113.java,113,134,default,100948.java,113,134
default,132039.java,488,494,default,57136.java,495,501
default,115646.java,194,203,default,46050.java,194,203
selected,1365948.java,314,320,selected,634402.java,825,831
default,29754.java,755,762,selected,284573.java,134,143
default,108171.java,461,470,default,128528.java,456,465
default,19811.java,506,524,default,136458.java,506,524
selected,909996.java,64,92,selected,1144005.java,186,212
selected,2508013.java,75,82,selected,1025174.java,54,60
selected,2194070.java,614,631,selected,1484507.java,309,327
selected,1812318.java,189,197,selected,1109516.java,143,153
default,15343.java,260,270,default,62365.java,297,306
selected,2226155.java,99,105,selected,973922.java,71,76
selected,663745.java,203,208,selected,663745.java,210,215
selected,1465010.java,254,270,selected,1161059.java,726,743
selected,1194610.java,180,187,selected,1669355.java,59,66
selected,1049521.java,80,88,selected,1780392.java,1331,1340
default,131209.java,30,44,default,95554.java,307,323
default,107800.java,507,516,default,123461.java,507,516
selected,1749648.java,207,213,selected,2684872.java,39,45
selected,2126013.java,192,207,selected,2165036.java,449,465
selected,413784.java,276,295,selected,2051539.java,283,302
default,15343.java,705,713,default,76192.java,705,713
selected,2732178.java,70,91,selected,145971.java,73,94
selected,433427.java,214,227,selected,2692299.java,244,257
selected,1548065.java,1124,1134,selected,509750.java,36,44
selected,2470041.java,242,254,selected,1199352.java,55,67
default,21681.java,474,483,default,132787.java,474,483
selected,841368.java,1546,1553,selected,2332358.java,586,592
selected,687849.java,586,594,selected,1812318.java,215,223
default,83240.java,50,59,selected,978961.java,48,56
default,109133.java,36,41,default,36610.java,36,41
default,92452.java,205,257,default,15672.java,256,306
default,21186.java,503,507,default,99399.java,512,516
selected,905285.java,313,321,selected,535388.java,530,538
selected,751919.java,185,196,selected,1544487.java,128,142
default,128221.java,506,515,default,137593.java,459,468
selected,2319397.java,292,309,selected,658234.java,643,658
selected,2413297.java,82,100,selected,2671129.java,77,95
default,100919.java,175,180,default,63132.java,175,180
default,131165.java,706,713,selected,297677.java,57,64
default,129984.java,710,722,default,71930.java,691,703
selected,654365.java,273,288,selected,1950322.java,59,73
default,16883.java,889,915,selected,2599719.java,874,900
selected,1368456.java,624,632,selected,1368456.java,634,640
selected,2711805.java,425,437,selected,39098.java,310,322
default,44208.java,667,685,default,96339.java,570,590
selected,373753.java,71,79,selected,162711.java,72,80
selected,1025174.java,54,60,selected,2303241.java,68,75
default,15089.java,363,375,default,3931.java,284,295
selected,604084.java,204,216,selected,1029586.java,156,168
default,59549.java,149,157,default,66539.java,149,157
default,118948.java,573,587,default,78160.java,589,603
default,78872.java,169,178,default,54824.java,169,178
selected,256546.java,35,60,selected,2127358.java,35,61
default,66268.java,974,988,default,1216.java,974,988
default,21516.java,34,42,selected,158694.java,121,130
selected,1774962.java,239,255,selected,881932.java,239,255
selected,355856.java,598,615,selected,355856.java,617,634
default,137408.java,346,377,default,118496.java,362,393
selected,340646.java,110,117,selected,2272937.java,582,589
selected,100172.java,1171,1180,selected,687849.java,600,609
default,64036.java,95,101,default,117608.java,87,93
selected,1278483.java,93,101,selected,990275.java,203,211
selected,893349.java,206,215,selected,1231026.java,159,168
selected,282438.java,266,273,selected,2553745.java,40,48
default,44208.java,604,617,default,67675.java,606,619
selected,513252.java,67,82,selected,1104701.java,741,755
default,97228.java,208,227,default,5593.java,208,227
selected,83501.java,24,33,selected,2384395.java,128,137
selected,600464.java,75,209,selected,2011637.java,75,209
selected,1321892.java,625,635,selected,1090867.java,670,680
default,69184.java,184,198,default,85894.java,197,213
default,120761.java,56,63,default,96347.java,126,133
selected,2701118.java,272,282,selected,284272.java,311,321
selected,1484507.java,255,270,selected,1484507.java,531,548
selected,899887.java,234,240,selected,74771.java,452,459
default,174.java,55,69,default,72432.java,73,89
selected,1884210.java,192,202,selected,629901.java,522,532
default,51560.java,642,649,default,32744.java,615,622
selected,2552304.java,977,983,selected,245075.java,861,867
default,115118.java,297,306,default,32536.java,297,306
selected,1772258.java,1164,1174,selected,943563.java,119,131
default,98684.java,570,590,default,95647.java,629,646
default,113805.java,63,67,default,48622.java,63,67
default,15343.java,687,703,default,35053.java,687,703
default,49247.java,648,665,default,76392.java,667,685
default,79012.java,619,627,default,16641.java,619,627
selected,868705.java,354,364,selected,2334585.java,133,143
selected,1017245.java,583,591,selected,2286616.java,729,737
default,31130.java,142,148,selected,1119061.java,315,321
default,22797.java,344,370,default,72479.java,344,370
selected,2127394.java,69,81,selected,1261746.java,536,548
selected,1562016.java,137,143,selected,735906.java,78,84
selected,420041.java,31,44,selected,2613907.java,18,29
selected,2279865.java,61,71,selected,790401.java,128,139
selected,375037.java,996,1052,selected,597475.java,984,1040
selected,2392487.java,549,580,selected,102108.java,910,942
default,116202.java,231,247,default,67537.java,243,259
selected,2180965.java,670,689,selected,497716.java,692,711
default,58736.java,9,24,default,51635.java,26,41
default,820.java,629,646,default,66305.java,629,646
selected,1578910.java,559,569,selected,1316903.java,486,494
default,111141.java,55,69,default,83797.java,55,69
selected,2335702.java,640,658,selected,2335702.java,1131,1148
default,8970.java,386,400,default,4320.java,304,318
selected,375037.java,1220,1229,selected,59218.java,1096,1105
selected,1540940.java,336,346,selected,301837.java,134,144
selected,1656760.java,154,161,selected,847160.java,172,178
selected,1078610.java,283,293,selected,2556197.java,786,796
selected,1700789.java,183,197,selected,1933266.java,261,275
default,3128.java,280,301,default,62109.java,280,301
default,29666.java,458,471,selected,2024029.java,457,471
selected,1484507.java,472,529,selected,1465010.java,172,235
default,124843.java,459,472,default,86322.java,459,472
default,84326.java,54,62,default,14833.java,73,82
selected,2520129.java,446,473,selected,633992.java,351,376
default,57585.java,541,563,default,24546.java,546,568
selected,310688.java,50,68,selected,2240414.java,50,68
default,85301.java,64,71,default,11030.java,64,71
default,8204.java,1148,1154,selected,560181.java,31,38
selected,751919.java,185,196,selected,2278916.java,128,142
default,40876.java,1053,1062,default,57031.java,1007,1016
selected,365985.java,65,74,selected,692623.java,219,227
default,109780.java,344,370,selected,347552.java,83,114
default,63015.java,548,570,default,8952.java,522,544
selected,497716.java,267,277,selected,2701118.java,336,346
default,35053.java,394,404,default,820.java,394,404
selected,1558659.java,893,901,selected,157734.java,1267,1276
selected,465854.java,104,118,selected,1389131.java,105,120
selected,2619241.java,8,43,selected,38669.java,226,257
default,6756.java,183,197,default,121616.java,183,197
selected,877200.java,128,169,selected,2357427.java,121,159
default,129715.java,243,252,default,42612.java,243,252
selected,2622221.java,78,89,selected,1395120.java,153,164
default,94357.java,536,547,default,99399.java,552,563
selected,1030949.java,249,257,selected,100172.java,391,400
default,5224.java,309,347,default,31509.java,328,366
default,63353.java,72,79,selected,2093591.java,123,130
default,53413.java,43,52,default,135777.java,43,52
selected,2308223.java,462,471,selected,127068.java,185,194
selected,1714238.java,171,181,selected,657242.java,106,114
default,121041.java,188,251,default,42530.java,189,249
selected,1718938.java,104,113,selected,2208547.java,46,53
selected,82490.java,212,218,selected,2327363.java,502,508
selected,2308223.java,154,163,selected,2230931.java,400,410
default,42993.java,643,660,default,57168.java,629,646
selected,127068.java,1695,1704,selected,127068.java,1897,1906
default,84501.java,186,195,default,10101.java,201,210
default,24597.java,96,104,selected,1017245.java,428,437
selected,2318883.java,168,177,selected,531012.java,32,41
selected,2631267.java,75,85,selected,879569.java,141,151
default,53104.java,367,379,default,133515.java,367,379
default,126732.java,48,62,default,134599.java,48,62
default,92257.java,601,612,default,86702.java,651,664
default,74245.java,200,214,default,26187.java,200,214
default,76392.java,110,197,default,5251.java,110,197
selected,497716.java,283,293,selected,2593456.java,289,299
selected,2049564.java,109,115,selected,443029.java,15,22
default,97360.java,524,546,default,43190.java,522,544
default,101001.java,355,387,default,107631.java,357,388
default,19383.java,381,385,default,21186.java,381,385
selected,1656760.java,361,373,selected,847160.java,130,141
selected,147208.java,24,30,selected,1939322.java,24,30
default,62165.java,549,554,default,62109.java,549,554
selected,2501958.java,165,205,selected,1712367.java,159,197
selected,2579975.java,32,47,selected,987736.java,50,67
default,75612.java,113,124,default,128215.java,113,124
default,106019.java,54,62,default,47744.java,54,62
selected,497716.java,395,405,selected,1422595.java,372,382
selected,2376566.java,86,92,selected,1685684.java,87,94
selected,1259974.java,62,78,selected,2512045.java,129,144
selected,527654.java,144,152,selected,527654.java,173,179
default,11974.java,135,182,default,109803.java,127,165
selected,2194070.java,595,612,selected,355856.java,579,596
selected,1321892.java,490,499,selected,900584.java,508,517
selected,2501893.java,40,47,selected,599163.java,501,508
default,72294.java,524,546,default,40654.java,572,592
default,32955.java,73,82,default,44157.java,64,71
selected,86719.java,140,174,selected,1620464.java,154,184
selected,419406.java,434,444,selected,416332.java,160,171
default,24491.java,73,85,default,74790.java,73,85
selected,807333.java,38,72,selected,1686285.java,41,77
selected,952606.java,748,767,selected,939613.java,551,570
selected,1446744.java,1442,1451,selected,668040.java,227,236
selected,2301312.java,162,175,selected,1902909.java,65,78
default,1297.java,132,140,default,9295.java,132,140
default,46669.java,711,719,selected,1264956.java,612,619
selected,1484255.java,163,169,selected,338331.java,133,139
default,120761.java,118,124,default,117754.java,118,124
selected,1049795.java,605,613,selected,2455318.java,110,119
selected,2357684.java,781,790,selected,782198.java,62,71
selected,2603031.java,211,224,selected,1199345.java,205,216
selected,812789.java,21,27,selected,1577658.java,192,199
selected,2448733.java,31,46,selected,2233480.java,95,110
selected,168272.java,219,226,selected,168272.java,228,234
default,74756.java,31,46,default,29785.java,31,46
selected,2327173.java,22,29,selected,878598.java,14,23
default,31976.java,664,686,default,114675.java,423,445
selected,1590567.java,123,136,selected,2399615.java,84,97
selected,2469110.java,51,60,selected,1223884.java,1100,1109
selected,952606.java,327,337,selected,284272.java,343,353
selected,1323102.java,305,321,selected,398686.java,243,258
selected,2491945.java,189,218,selected,537342.java,170,205
selected,1633696.java,115,127,selected,39098.java,278,290
selected,2424712.java,67,75,selected,2730348.java,142,150
default,76287.java,177,190,selected,716929.java,297,309
default,62774.java,132,205,default,2905.java,128,195
selected,163271.java,819,827,selected,1039438.java,226,234
default,95704.java,672,680,selected,147839.java,512,520
selected,707943.java,770,796,selected,2190287.java,770,796
default,43916.java,350,411,default,111391.java,283,344
default,66600.java,159,173,default,96501.java,159,173
default,98981.java,414,433,default,15343.java,414,433
default,6320.java,629,646,default,76392.java,522,544
default,27552.java,280,289,default,79012.java,280,289
selected,1739228.java,138,142,selected,1739228.java,157,161
selected,1326963.java,424,441,selected,183320.java,234,249
default,56146.java,73,82,default,44891.java,73,82
default,132039.java,573,587,default,36204.java,573,587
default,118344.java,440,452,default,62365.java,459,472
default,60222.java,287,325,default,48666.java,309,347
default,32260.java,909,924,default,46283.java,905,920
default,59289.java,1019,1027,selected,1211463.java,250,258
selected,1240091.java,152,162,selected,2647307.java,380,390
default,39708.java,6,11,default,56541.java,6,11
default,76192.java,199,206,default,109003.java,126,133
selected,1500609.java,681,731,selected,2471299.java,681,731
default,91707.java,401,406,selected,2106340.java,366,371
selected,209298.java,236,261,selected,1944537.java,247,271
default,72306.java,54,62,default,56904.java,54,62
default,48782.java,63,72,default,72131.java,63,72
