method1_dir,method1_file,method1_startline,method1_endline,method2_dir,method2_file,method2_startline,method2_endline
selected,847160.java,180,186,selected,847160.java,210,215
selected,1522695.java,140,147,selected,612815.java,25,31
default,41662.java,6,11,default,39091.java,6,11
default,76231.java,37,140,default,113612.java,37,140
selected,1304208.java,107,127,selected,244345.java,44,65
selected,1126543.java,107,113,selected,685601.java,89,95
selected,2510322.java,790,816,selected,753625.java,790,816
selected,2069719.java,589,608,selected,939613.java,731,750
default,130736.java,142,161,selected,2711805.java,534,554
selected,243756.java,141,151,selected,2142073.java,147,157
default,7033.java,1641,1648,selected,36315.java,48,55
selected,1028764.java,1083,1089,selected,1683043.java,98,104
default,57031.java,186,202,selected,2494750.java,1378,1397
selected,1139080.java,987,1045,selected,2215261.java,983,1041
default,32260.java,797,825,default,58510.java,778,806
default,13560.java,496,500,default,555.java,496,500
selected,1646144.java,211,225,selected,183320.java,270,287
selected,1344583.java,48,57,selected,2597942.java,17,26
selected,1530147.java,148,172,selected,1530147.java,194,220
selected,1248553.java,86,95,selected,246873.java,24,32
default,6320.java,522,544,default,79086.java,546,568
selected,1490133.java,639,654,selected,658234.java,843,859
selected,2372569.java,288,298,selected,700852.java,305,315
selected,151188.java,424,455,selected,658234.java,374,404
default,19731.java,182,270,default,106521.java,182,270
default,94284.java,31,46,default,40132.java,31,46
default,10254.java,93,97,default,117763.java,93,97
default,55192.java,64,71,default,21403.java,73,82
default,85514.java,385,390,default,97613.java,385,390
selected,257090.java,64,71,selected,1547493.java,101,108
default,16697.java,56,63,default,74790.java,56,63
default,72323.java,522,544,default,44026.java,522,544
selected,2250780.java,78,91,selected,973922.java,205,216
default,80658.java,1670,1676,selected,1696576.java,25,31
default,79079.java,346,377,default,96347.java,346,377
default,24597.java,96,104,selected,1316903.java,650,658
selected,1546118.java,1115,1122,selected,1194814.java,68,75
selected,776272.java,24,30,selected,1548456.java,24,30
selected,1327019.java,79,87,selected,1010134.java,70,77
selected,2286616.java,680,690,selected,1090867.java,616,625
default,100919.java,113,124,default,93572.java,113,124
default,132039.java,443,485,default,36204.java,443,485
selected,448380.java,733,741,selected,2286616.java,761,769
selected,847160.java,197,208,selected,973922.java,233,246
default,42530.java,169,173,default,128528.java,176,180
selected,1971966.java,27,35,selected,2055904.java,115,123
selected,2617201.java,204,210,selected,1408573.java,251,257
selected,1384958.java,685,693,selected,1372864.java,604,612
selected,1450626.java,808,816,selected,739559.java,756,764
selected,386210.java,14,29,selected,743040.java,86,102
selected,211182.java,551,559,selected,448380.java,637,645
default,45925.java,72,79,selected,2376908.java,24,31
selected,987404.java,17,31,selected,913148.java,246,260
selected,2376908.java,24,31,selected,751287.java,25,31
default,97360.java,280,289,default,42993.java,275,284
selected,2455039.java,46,59,selected,1686567.java,149,165
default,44208.java,570,590,default,44830.java,570,590
default,16496.java,99,111,default,44659.java,99,111
selected,209583.java,751,759,selected,1527985.java,748,756
default,67537.java,513,531,default,73948.java,522,540
selected,200859.java,1147,1153,selected,195789.java,641,647
selected,2184304.java,55,63,selected,1989444.java,210,219
selected,878015.java,67,73,selected,770209.java,131,137
selected,2630673.java,32,38,selected,2411017.java,59,66
selected,1922737.java,580,588,selected,1922737.java,832,840
selected,2483148.java,100,105,selected,1314942.java,204,210
default,81085.java,194,203,default,11030.java,194,203
selected,1626163.java,861,867,selected,2499791.java,861,867
selected,2320326.java,191,207,selected,929053.java,191,207
selected,1090867.java,670,680,selected,1090867.java,797,805
selected,225359.java,267,282,selected,2087638.java,371,386
default,24621.java,199,206,default,35432.java,199,206
selected,1490133.java,230,260,selected,2348022.java,492,530
selected,1774296.java,1141,1148,selected,1774296.java,1168,1175
selected,1484507.java,531,548,selected,658234.java,677,692
selected,2580974.java,27,38,selected,2615605.java,13,24
default,68839.java,488,494,default,106506.java,488,494
default,33571.java,243,259,default,99581.java,243,259
selected,172418.java,1122,1133,selected,356074.java,1101,1112
selected,1494993.java,1187,1195,selected,59218.java,1082,1090
default,55419.java,80,107,default,73461.java,80,107
default,8509.java,573,587,default,33921.java,573,587
selected,74771.java,452,459,selected,1967535.java,22,29
default,53104.java,667,685,default,94944.java,648,665
default,98990.java,546,568,default,76756.java,546,568
selected,2069719.java,589,608,selected,2069719.java,721,740
default,75701.java,558,609,default,54016.java,526,578
selected,2024029.java,321,334,selected,1450889.java,775,788
default,86840.java,319,327,selected,346435.java,501,510
default,129979.java,50,61,default,49795.java,50,61
default,9697.java,208,231,default,112268.java,200,223
default,95950.java,175,180,default,59570.java,175,180
selected,1074175.java,294,303,selected,1631516.java,868,876
default,2058.java,200,214,default,114488.java,222,236
selected,1836276.java,306,309,selected,124792.java,372,375
default,93383.java,21,31,selected,979744.java,32,41
selected,211182.java,641,649,selected,448380.java,257,265
selected,1161195.java,359,367,selected,1161195.java,665,673
selected,945826.java,134,143,selected,2033992.java,311,320
selected,1533363.java,63,66,selected,2322889.java,63,66
default,71288.java,91,97,default,30150.java,103,109
selected,448380.java,652,662,selected,1880284.java,561,571
default,63353.java,72,79,selected,1033268.java,42,49
selected,1156000.java,68,84,selected,2109.java,159,175
default,35209.java,39,49,selected,913364.java,107,117
selected,1236942.java,365,371,selected,1632131.java,933,939
selected,2308223.java,418,427,selected,1322429.java,1052,1061
default,3136.java,34,48,default,52312.java,34,48
selected,211182.java,581,589,selected,1316903.java,650,658
selected,773463.java,30,34,selected,2455081.java,27,30
selected,2275689.java,401,409,selected,1152155.java,401,409
selected,48166.java,67,72,selected,1199345.java,71,76
default,74778.java,169,179,default,71559.java,184,198
selected,284272.java,311,321,selected,284272.java,343,353
default,32738.java,362,444,selected,2060809.java,371,464
default,14338.java,675,688,default,118575.java,650,663
selected,211182.java,411,421,selected,868705.java,391,401
selected,1903325.java,54,65,selected,1903325.java,67,78
selected,1700789.java,146,178,selected,2597672.java,219,251
default,27212.java,777,793,selected,1036506.java,1513,1527
selected,1085682.java,689,733,selected,1085682.java,869,913
selected,153495.java,375,449,selected,1166075.java,392,486
selected,2509045.java,1564,1577,selected,2118123.java,1690,1703
default,5541.java,139,193,default,43630.java,135,182
default,94858.java,80,92,default,137182.java,80,92
default,100602.java,169,177,default,61252.java,46,54
default,3128.java,109,153,default,24692.java,109,153
selected,1352239.java,67,92,selected,2716610.java,165,189
selected,751919.java,92,103,selected,1255722.java,93,104
default,66268.java,907,922,default,11822.java,907,922
selected,1004652.java,76,85,selected,1613503.java,61,68
selected,522719.java,755,774,selected,2372569.java,664,683
selected,2056427.java,43,53,selected,1501698.java,130,139
selected,762516.java,284,313,selected,357712.java,298,325
selected,1835392.java,1210,1216,selected,2000232.java,36,42
selected,2477536.java,57,119,selected,1014883.java,57,119
selected,1676669.java,33,42,selected,516802.java,52,62
selected,2592618.java,70,85,selected,2110876.java,200,215
default,85127.java,705,713,default,5251.java,705,713
default,99581.java,400,435,default,136458.java,406,441
selected,2049564.java,109,115,selected,1079855.java,36,43
selected,2233060.java,616,639,selected,1450889.java,954,967
default,43887.java,542,550,default,57607.java,542,550
default,70284.java,406,441,default,67537.java,413,448
selected,497716.java,752,771,selected,1616011.java,556,575
selected,2213635.java,143,154,selected,2635985.java,128,142
selected,2180965.java,640,659,selected,522719.java,725,744
selected,2308223.java,207,215,selected,748535.java,670,677
selected,1372098.java,37,48,selected,749840.java,41,52
default,28859.java,349,379,default,52364.java,346,377
default,24692.java,325,337,default,11822.java,325,337
default,37949.java,194,206,default,29342.java,194,206
default,25073.java,496,509,default,31718.java,492,505
default,18339.java,48,157,default,27320.java,48,157
default,45048.java,405,410,selected,2106340.java,352,357
selected,1465010.java,254,270,selected,2348022.java,549,565
default,22967.java,226,244,default,69789.java,226,244
selected,1395286.java,79,93,selected,2181232.java,80,93
selected,1398140.java,442,459,selected,2007106.java,428,444
selected,2695037.java,578,600,selected,1922800.java,845,864
default,60868.java,1299,1325,selected,1264956.java,1469,1495
selected,196332.java,167,175,selected,1472921.java,192,200
default,68655.java,123,146,default,5385.java,130,153
selected,1138871.java,108,215,selected,1138871.java,228,318
selected,172418.java,929,939,selected,2471299.java,908,918
default,137594.java,629,646,default,57585.java,565,585
default,18786.java,127,138,default,10034.java,1035,1045
selected,739390.java,81,94,selected,1116180.java,83,96
selected,1352517.java,54,61,selected,1265536.java,21,30
default,19811.java,126,133,default,112548.java,56,63
selected,1068844.java,587,592,selected,2529707.java,597,602
selected,2319397.java,145,175,selected,658234.java,1028,1060
default,123634.java,149,157,default,105863.java,149,157
default,64999.java,61,122,default,2519.java,61,117
selected,1478898.java,33,39,selected,1243052.java,30,36
default,57585.java,662,680,default,51700.java,572,592
default,19543.java,309,347,default,2286.java,309,347
default,49646.java,1670,1676,selected,2625953.java,62,68
selected,580019.java,184,200,selected,883949.java,208,222
default,44208.java,570,590,default,70088.java,548,570
selected,1861565.java,137,148,selected,1108221.java,135,146
selected,2238461.java,71,80,selected,797192.java,832,842
default,84146.java,14,76,default,69928.java,14,76
default,67047.java,658,668,default,37493.java,552,562
default,42612.java,546,568,default,76756.java,667,685
selected,1513695.java,355,376,selected,1083287.java,356,377
default,26758.java,22,30,default,52898.java,21,29
default,16496.java,36,41,default,121888.java,36,41
selected,497716.java,572,591,selected,2501958.java,568,587
selected,1676669.java,33,42,selected,480940.java,751,760
default,35209.java,39,49,selected,819249.java,51,60
selected,1314942.java,204,210,selected,847160.java,121,128
default,70505.java,414,435,default,97360.java,414,435
selected,1270243.java,136,147,selected,162711.java,128,139
default,27450.java,170,195,default,73088.java,170,195
default,24597.java,161,169,selected,2485419.java,734,742
selected,1166747.java,248,256,selected,1385845.java,323,331
default,71930.java,905,920,default,62109.java,926,941
default,106458.java,8,20,selected,2304227.java,103,115
selected,1714238.java,532,546,selected,1450889.java,775,788
default,77469.java,93,100,selected,2740389.java,119,126
default,108171.java,115,123,default,123451.java,113,121
selected,2413297.java,161,175,selected,2671129.java,232,246
selected,967656.java,326,364,selected,225359.java,151,181
selected,625385.java,24,30,selected,1622687.java,24,30
selected,211182.java,611,619,selected,2286616.java,697,705
selected,1710788.java,192,200,selected,1911451.java,423,431
default,9693.java,228,241,default,28606.java,238,251
selected,1061314.java,32,51,selected,358730.java,31,46
selected,113601.java,96,109,selected,924524.java,260,272
default,97360.java,335,349,default,42612.java,335,349
selected,1768761.java,491,505,selected,2711805.java,537,551
default,44026.java,546,568,default,133515.java,629,646
default,137594.java,648,665,default,93531.java,522,544
selected,1559309.java,968,977,selected,1041353.java,631,640
selected,986218.java,79,93,selected,718992.java,96,110
selected,1432148.java,61,71,selected,1965107.java,56,64
selected,1759377.java,366,384,selected,225359.java,414,430
selected,2636937.java,110,119,selected,137232.java,199,208
default,89968.java,385,390,selected,287544.java,515,520
selected,2081974.java,190,200,selected,242089.java,156,168
default,123760.java,84,91,default,109133.java,84,91
selected,2348022.java,549,565,selected,1349908.java,668,683
default,111522.java,56,63,default,72294.java,199,206
default,16697.java,105,116,default,99553.java,105,116
default,103146.java,522,544,default,27552.java,667,685
default,136458.java,549,571,default,101032.java,549,571
selected,100172.java,1113,1120,selected,687849.java,633,641
selected,2521817.java,536,545,selected,1203547.java,228,237
selected,1398140.java,556,573,selected,1484507.java,309,327
selected,347622.java,524,546,selected,1725393.java,524,546
selected,1114851.java,116,122,selected,74903.java,535,541
default,77069.java,1126,1139,default,16883.java,978,989
selected,263740.java,80,89,selected,785195.java,484,493
default,111522.java,142,148,default,117754.java,142,148
default,129979.java,30,44,default,84080.java,30,44
default,137594.java,474,483,default,44026.java,474,483
default,27552.java,629,646,default,35053.java,648,665
selected,2031383.java,88,107,selected,1311320.java,107,121
default,3702.java,132,140,default,127500.java,132,140
selected,743040.java,194,210,selected,743040.java,231,246
selected,238734.java,479,498,selected,238734.java,517,532
default,13378.java,293,304,default,11974.java,293,304
default,74403.java,881,933,default,19205.java,1100,1152
default,116906.java,667,685,default,58531.java,667,685
default,21155.java,50,92,default,29342.java,50,92
default,49257.java,174,181,default,50141.java,174,181
default,116906.java,358,365,default,67675.java,358,365
selected,525516.java,27,34,selected,2606188.java,268,275
selected,2044657.java,49,58,selected,2040635.java,59,68
selected,945826.java,218,226,selected,2368202.java,218,226
default,65098.java,11,28,default,79399.java,11,28
selected,1585029.java,1082,1094,selected,3854.java,72,85
default,41662.java,19,34,default,44659.java,19,34
selected,172418.java,1204,1220,selected,2499791.java,1204,1220
default,111215.java,73,85,default,1481.java,73,85
default,6937.java,509,520,default,124843.java,509,520
selected,1774296.java,1113,1118,selected,2198838.java,397,402
selected,1746502.java,184,194,selected,799776.java,119,129
default,99223.java,202,265,default,61962.java,202,265
default,820.java,648,665,default,76392.java,546,568
selected,698710.java,114,129,selected,743040.java,303,319
selected,2129433.java,33,42,selected,2223561.java,56,65
default,72387.java,54,62,default,123100.java,54,62
selected,87290.java,159,167,selected,1645283.java,358,366
selected,650511.java,748,767,selected,650511.java,851,869
default,77069.java,872,898,selected,1560483.java,754,780
selected,923796.java,206,217,selected,2278916.java,235,247
selected,1931054.java,536,562,selected,304936.java,536,559
selected,751919.java,105,110,selected,2226155.java,81,87
default,2909.java,868,893,default,62109.java,868,895
default,7423.java,8,29,default,64154.java,8,29
default,6320.java,297,306,default,35053.java,260,270
default,86702.java,567,580,default,112878.java,1032,1045
default,103146.java,308,322,default,79012.java,308,322
selected,1490133.java,563,578,selected,966121.java,971,990
selected,2086142.java,170,179,selected,2620032.java,126,135
default,103146.java,619,627,default,23875.java,619,627
selected,2335702.java,772,790,selected,2335702.java,1018,1035
selected,2017340.java,650,659,selected,1613503.java,61,68
default,100919.java,126,138,default,15826.java,126,138
selected,916983.java,248,260,selected,1135606.java,89,100
default,116906.java,367,379,default,79012.java,367,379
default,121854.java,593,607,default,98354.java,573,587
default,33872.java,493,507,default,124843.java,493,507
selected,2215134.java,729,739,selected,2159719.java,29,39
default,41738.java,6,18,default,77985.java,6,18
default,76704.java,849,868,default,52174.java,865,884
default,96072.java,549,571,default,44063.java,565,587
selected,211182.java,162,171,selected,2587973.java,807,816
default,53210.java,385,390,selected,218823.java,105,110
default,74245.java,379,383,default,37347.java,395,399
default,44026.java,629,646,default,73352.java,631,648
default,49247.java,110,197,default,8952.java,110,197
selected,1907829.java,222,231,selected,1907829.java,242,249
selected,2522554.java,249,258,selected,47913.java,233,242
selected,1158074.java,99,121,selected,347171.java,99,121
selected,119809.java,1003,1114,selected,1087894.java,982,1093
selected,2597672.java,308,323,selected,1620464.java,316,331
selected,211182.java,189,197,selected,448380.java,590,598
default,63068.java,221,233,selected,3647.java,1018,1030
selected,868705.java,489,498,selected,127068.java,830,839
selected,400613.java,110,129,selected,2607671.java,128,152
selected,2235486.java,377,391,selected,1398140.java,1012,1029
selected,2235486.java,537,551,selected,2348022.java,347,362
default,41775.java,97,103,selected,1415489.java,260,266
selected,447315.java,214,233,selected,802547.java,24,44
default,137582.java,73,82,default,62142.java,73,82
selected,2542837.java,44,50,selected,1810839.java,230,237
selected,1208869.java,872,880,selected,2668601.java,661,669
selected,64404.java,443,454,selected,1933084.java,271,282
selected,2235486.java,321,335,selected,102108.java,838,853
default,20528.java,159,173,default,43483.java,159,173
default,9986.java,73,79,default,107631.java,86,91
selected,768448.java,145,153,selected,1072029.java,29,39
default,114208.java,124,133,selected,2636937.java,110,119
selected,2587973.java,565,575,selected,2286616.java,648,658
selected,539445.java,105,119,selected,539445.java,609,623
default,46676.java,231,247,default,111936.java,231,247
default,19205.java,272,286,selected,147839.java,193,207
