method1_dir,method1_file,method1_startline,method1_endline,method2_dir,method2_file,method2_startline,method2_endline
selected,2107697.java,104,126,selected,233934.java,242,264
selected,12796.java,255,262,selected,2631336.java,253,260
selected,2346152.java,20,33,selected,2352723.java,21,34
selected,1199352.java,35,50,selected,2256071.java,36,51
selected,191185.java,89,95,selected,2241353.java,55,61
selected,2227211.java,725,731,selected,884687.java,806,812
default,10665.java,48,56,default,125478.java,44,52
selected,1965175.java,13,34,selected,2047011.java,13,34
selected,1139080.java,815,835,selected,2481579.java,825,847
default,108224.java,42,59,default,130127.java,42,59
selected,1892379.java,32,61,selected,212006.java,32,61
selected,2635110.java,250,258,selected,66783.java,247,255
default,57162.java,80,92,default,69211.java,80,92
selected,182465.java,85,99,selected,925207.java,84,98
selected,1134793.java,32,49,selected,1592236.java,32,51
selected,1208595.java,213,245,selected,996989.java,217,250
selected,127068.java,1370,1378,selected,211182.java,477,485
selected,2391884.java,266,394,selected,484249.java,266,394
default,114414.java,140,149,default,11589.java,140,149
default,47613.java,490,501,default,80404.java,490,501
selected,1249506.java,420,427,selected,2525433.java,420,427
selected,832137.java,398,411,selected,832137.java,428,441
selected,111036.java,621,642,selected,347593.java,540,561
selected,1694881.java,202,212,selected,402961.java,248,258
selected,1201436.java,66,74,selected,199484.java,56,64
selected,1384958.java,1011,1020,selected,2286616.java,1053,1062
selected,1019843.java,22,29,selected,680627.java,26,33
selected,1831571.java,90,129,selected,667552.java,100,139
selected,1083287.java,1103,1120,selected,1513695.java,1102,1119
selected,2127394.java,83,93,selected,2404381.java,40,50
default,128066.java,537,547,default,94364.java,537,547
selected,1257939.java,44,50,selected,1795983.java,44,50
selected,1421928.java,171,181,selected,1728697.java,118,128
selected,1302680.java,1034,1055,selected,1791838.java,1023,1044
default,122954.java,626,668,selected,2626904.java,628,670
selected,1933084.java,125,152,selected,269132.java,234,261
default,124449.java,549,572,default,97942.java,549,572
default,120383.java,11,28,default,29321.java,11,28
default,51140.java,856,872,selected,1811609.java,755,771
default,101935.java,307,341,default,128066.java,307,341
default,49508.java,239,278,default,5096.java,239,278
selected,1096538.java,458,476,selected,2387492.java,458,476
selected,1414859.java,36,43,selected,45714.java,26,33
selected,1107815.java,201,218,selected,406522.java,193,210
default,103146.java,308,322,default,22931.java,308,322
selected,2099053.java,73,112,selected,2256071.java,73,112
selected,71544.java,349,357,selected,986432.java,354,362
selected,1208595.java,353,355,selected,2352920.java,353,355
selected,1842027.java,835,844,selected,995356.java,805,814
default,129715.java,280,289,default,94821.java,275,284
selected,1106557.java,81,96,selected,680627.java,9,24
default,100020.java,213,229,default,93611.java,213,229
default,135211.java,1217,1226,default,135211.java,1388,1397
default,125392.java,308,342,default,89641.java,308,342
selected,1048705.java,92,101,selected,2029193.java,92,101
selected,1400003.java,111,114,selected,2107265.java,130,133
selected,1892595.java,259,274,selected,2318458.java,240,255
selected,1409120.java,821,829,selected,1734164.java,661,669
selected,1038562.java,95,102,selected,1257507.java,87,94
default,134647.java,260,270,default,14709.java,255,265
default,47613.java,399,408,default,71590.java,399,408
selected,1035652.java,13,30,selected,955227.java,15,32
selected,151188.java,389,404,selected,2587776.java,354,369
default,38829.java,171,187,default,47440.java,171,187
default,27693.java,111,118,default,30925.java,110,117
default,103762.java,522,544,default,70088.java,524,546
default,28716.java,845,853,default,42378.java,844,852
default,114331.java,260,270,default,65982.java,260,270
selected,1280679.java,105,112,selected,2035651.java,105,112
selected,1040086.java,43,51,selected,72311.java,105,113
selected,1786275.java,74,84,selected,235404.java,74,84
default,19543.java,571,585,default,99581.java,567,581
default,101757.java,900,909,default,127646.java,923,932
default,28942.java,539,569,default,40635.java,539,569
selected,1807286.java,323,335,selected,594707.java,492,504
selected,2711455.java,1362,1393,selected,776211.java,1365,1396
selected,1321892.java,426,435,selected,211182.java,426,435
selected,2348022.java,532,547,selected,922810.java,344,359
default,132453.java,140,178,default,81748.java,140,178
default,127646.java,451,468,default,3931.java,450,467
default,113218.java,39,52,selected,1750738.java,39,52
selected,1262974.java,676,696,selected,1535081.java,686,706
selected,76850.java,30,45,selected,928714.java,30,45
default,65982.java,260,270,default,95647.java,260,270
selected,102850.java,32,51,selected,765090.java,32,51
default,120653.java,53,80,default,54508.java,60,87
default,101757.java,806,815,default,93223.java,829,838
selected,1334517.java,30,45,selected,998181.java,30,45
default,111270.java,357,388,default,80596.java,357,388
selected,1827732.java,34,54,selected,2186127.java,38,58
default,100801.java,406,441,default,23401.java,406,441
selected,1643376.java,340,348,selected,894545.java,302,310
default,97942.java,361,400,default,9944.java,361,400
default,3931.java,783,793,default,49267.java,781,791
selected,1445534.java,214,221,selected,857433.java,260,267
selected,88478.java,935,975,selected,88478.java,1372,1412
default,2619.java,659,682,default,93223.java,662,685
default,71672.java,142,375,default,92262.java,142,375
selected,1676335.java,24,49,selected,298295.java,38,63
default,27942.java,129,144,selected,1183870.java,163,180
default,101935.java,900,909,default,3931.java,922,931
default,111045.java,226,244,default,129040.java,226,244
default,48824.java,516,550,default,77349.java,518,552
default,81748.java,1022,1038,selected,2586892.java,1009,1025
selected,1982718.java,33,53,selected,2065862.java,122,141
default,27942.java,146,161,selected,1183870.java,182,199
default,18605.java,97,111,default,85987.java,97,111
selected,1929563.java,846,862,selected,1929563.java,871,887
default,114414.java,161,172,default,79176.java,161,172
selected,1696362.java,230,248,selected,1767848.java,302,320
selected,229916.java,26,33,selected,916462.java,23,30
default,106446.java,546,568,default,107779.java,404,426
selected,1099769.java,55,63,selected,312680.java,123,131
selected,115180.java,434,443,selected,448380.java,604,613
selected,1613515.java,786,794,selected,1613515.java,880,888
selected,461177.java,22,29,selected,916462.java,23,30
selected,1704053.java,211,249,selected,2178919.java,160,198
default,107779.java,216,225,default,55109.java,280,289
selected,102405.java,111,123,selected,2451420.java,109,121
selected,1199345.java,125,137,selected,2233792.java,122,134
default,49646.java,938,978,default,55600.java,938,978
default,103762.java,522,544,default,137594.java,546,568
default,30714.java,541,550,default,5747.java,541,550
selected,102108.java,296,326,selected,1161059.java,218,248
selected,1600808.java,304,312,selected,2635110.java,250,258
default,103146.java,260,270,default,23875.java,260,270
selected,298295.java,145,160,selected,584286.java,149,164
selected,1873560.java,53,68,selected,386210.java,14,29
selected,2444104.java,92,101,selected,2495584.java,92,101
selected,1017245.java,657,666,selected,1030949.java,773,782
default,106446.java,260,270,default,42993.java,255,265
selected,17378.java,137,149,selected,394183.java,142,154
selected,374551.java,713,722,selected,52304.java,419,428
selected,1199345.java,156,168,selected,751919.java,151,163
selected,2653390.java,237,332,selected,2682244.java,237,332
selected,239764.java,210,221,selected,688130.java,184,195
default,102948.java,306,344,default,128156.java,306,344
selected,1044979.java,246,254,selected,2587976.java,243,251
default,39812.java,93,100,default,5337.java,93,100
selected,1355875.java,722,732,selected,1355875.java,824,834
selected,2347128.java,398,407,selected,2522644.java,373,382
selected,1165665.java,228,240,selected,1313564.java,67,79
default,103762.java,570,590,default,55109.java,570,590
default,123223.java,674,754,selected,2586892.java,676,756
default,135752.java,53,65,default,20399.java,53,65
selected,1736762.java,29,44,selected,2731155.java,30,45
selected,2481579.java,588,620,selected,375037.java,591,621
selected,1382389.java,1655,1660,selected,2387666.java,182,187
selected,128375.java,170,183,selected,2257887.java,170,183
selected,1082064.java,40,51,selected,2478302.java,30,41
default,30854.java,45,51,default,91215.java,45,51
default,101935.java,917,938,default,35737.java,1007,1028
selected,1510991.java,12,29,selected,2641701.java,13,28
default,3213.java,26,35,selected,1710248.java,28,37
selected,1828967.java,236,241,selected,2535867.java,274,279
default,127646.java,525,540,default,15089.java,540,556
default,31118.java,18,44,default,58326.java,18,41
selected,1018982.java,398,408,selected,1562907.java,579,589
selected,1068420.java,17,25,selected,1683162.java,14,24
selected,2459825.java,209,218,selected,255150.java,197,206
selected,1874820.java,579,590,selected,2653336.java,569,580
selected,2465429.java,377,390,selected,2465429.java,496,507
selected,1928217.java,186,194,selected,2723825.java,177,185
default,122954.java,806,826,selected,2599719.java,808,828
selected,199484.java,56,64,selected,566285.java,175,183
selected,100172.java,773,783,selected,2636968.java,453,463
selected,2485105.java,144,162,selected,2504601.java,144,162
default,106214.java,78,99,default,47509.java,78,99
selected,2418746.java,19,97,selected,940777.java,19,97
selected,420209.java,319,335,selected,566897.java,110,126
default,57585.java,303,317,default,64200.java,308,322
default,108541.java,309,347,default,19383.java,309,347
selected,1236073.java,145,156,selected,1558659.java,969,980
selected,2688283.java,1423,1455,selected,685453.java,1388,1420
default,109645.java,518,531,selected,1467992.java,520,533
selected,303112.java,15,34,selected,391616.java,13,30
default,122954.java,1192,1200,selected,1483221.java,1186,1194
selected,1933084.java,205,240,selected,59909.java,251,286
selected,1704572.java,56,73,selected,344284.java,61,78
selected,2194242.java,350,364,selected,473205.java,213,227
selected,2711455.java,1290,1321,selected,776211.java,1329,1360
selected,1563339.java,1779,1802,selected,2245206.java,996,1019
default,135752.java,93,103,default,59198.java,77,87
selected,1199345.java,177,188,selected,751919.java,185,196
selected,1032683.java,56,66,selected,1450894.java,49,59
selected,1544487.java,238,250,selected,2233792.java,161,173
selected,1304553.java,239,247,selected,217412.java,121,129
selected,1427256.java,100,110,selected,482749.java,99,109
default,101757.java,684,693,default,73087.java,698,707
selected,1394936.java,97,104,selected,349715.java,89,96
default,16920.java,101,118,default,80812.java,101,118
default,103146.java,570,590,default,134647.java,522,544
default,112321.java,215,224,default,54798.java,215,224
default,72846.java,139,146,default,92154.java,157,164
selected,88478.java,641,681,selected,88478.java,784,824
selected,1218605.java,147,159,selected,2637703.java,149,161
selected,1029839.java,14,31,selected,234194.java,14,31
default,50502.java,32,75,default,97596.java,32,75
default,18786.java,769,787,default,81748.java,781,799
default,102948.java,306,344,default,85894.java,309,347
default,28716.java,685,728,default,30438.java,685,728
selected,2640383.java,900,916,selected,2640383.java,928,944
selected,1344751.java,69,85,selected,609383.java,72,88
default,12503.java,189,205,selected,845539.java,191,207
default,137182.java,226,237,default,73472.java,226,237
selected,278332.java,17,34,selected,31287.java,12,29
selected,2348670.java,100,106,selected,2647642.java,100,106
default,32268.java,410,444,default,80596.java,409,443
selected,1068844.java,187,215,selected,1123260.java,185,213
default,102721.java,30,44,default,106168.java,30,44
selected,1023723.java,14,22,selected,2189277.java,968,976
selected,1612648.java,13,30,selected,1792944.java,14,31
selected,1199345.java,125,137,selected,708312.java,197,208
selected,2110113.java,90,98,selected,682654.java,91,99
default,36772.java,185,248,default,59583.java,204,267
default,123223.java,1109,1186,default,18786.java,1087,1164
default,59008.java,882,899,selected,1467992.java,584,601
default,110800.java,430,438,default,35695.java,439,447
selected,776211.java,1221,1252,selected,776211.java,1329,1360
selected,369186.java,376,387,selected,862295.java,376,387
default,24387.java,9,97,selected,2192375.java,29,117
selected,1083858.java,100,115,selected,1965175.java,126,141
default,114069.java,895,914,default,87483.java,895,914
default,127646.java,889,915,default,93223.java,889,915
selected,1300439.java,454,463,selected,2327363.java,421,430
selected,2010359.java,73,115,selected,2224499.java,73,115
selected,2483998.java,24,30,selected,528809.java,24,30
selected,372374.java,161,169,selected,734714.java,54,62
selected,2458021.java,92,99,selected,2713526.java,96,103
default,28716.java,881,898,default,30438.java,881,898
default,103146.java,199,206,default,132787.java,199,206
default,15089.java,540,556,default,60480.java,540,556
selected,159458.java,792,825,selected,455672.java,886,919
selected,2524197.java,13,32,selected,278332.java,17,34
selected,1433567.java,444,454,selected,606287.java,444,454
selected,100172.java,732,742,selected,748535.java,440,450
default,49646.java,1558,1567,default,76892.java,1558,1567
selected,1436558.java,263,288,selected,356375.java,904,929
selected,2652218.java,60,85,selected,472448.java,46,71
selected,2228025.java,1323,1332,selected,2228025.java,1341,1350
default,77684.java,721,726,selected,1842027.java,736,741
default,103146.java,297,306,default,58531.java,297,306
default,97228.java,34,107,selected,802547.java,54,127
selected,1983604.java,525,531,selected,2092267.java,314,320
default,48824.java,571,625,default,54740.java,91,145
selected,1658656.java,94,105,selected,2674335.java,120,131
default,108224.java,209,213,default,130127.java,209,213
default,104653.java,696,705,default,60480.java,734,743
selected,2668601.java,847,872,selected,880474.java,814,839
selected,1050766.java,1643,1654,selected,1322589.java,829,840
default,105502.java,101,110,selected,2431932.java,93,102
default,7033.java,1009,1018,default,76892.java,1009,1018
default,63057.java,571,585,default,69303.java,571,585
default,114414.java,111,136,default,91554.java,111,136
default,85394.java,678,704,selected,364540.java,679,703
selected,2524197.java,13,32,selected,303112.java,15,34
selected,1017245.java,135,147,selected,687849.java,145,157
selected,20699.java,178,202,selected,209477.java,368,389
default,136560.java,134,146,default,90813.java,134,146
default,101757.java,695,703,default,60480.java,745,753
default,28942.java,576,589,default,90813.java,576,589
selected,2288630.java,136,143,selected,881932.java,137,144
selected,88478.java,311,329,selected,88478.java,487,505
selected,1631784.java,336,340,selected,865606.java,366,370
selected,1181096.java,13,30,selected,408195.java,14,31
selected,1832310.java,536,543,selected,2075469.java,549,556
selected,1129528.java,331,342,selected,1171727.java,62,73
selected,1242991.java,110,122,selected,905951.java,101,113
selected,1569687.java,13,30,selected,1923275.java,13,30
selected,651305.java,149,159,selected,84101.java,127,137
selected,1688838.java,401,407,selected,2524570.java,422,428
default,103146.java,367,379,default,137594.java,367,379
selected,1712281.java,1187,1203,selected,2444393.java,1141,1157
default,97942.java,102,121,default,9944.java,102,121
selected,1051194.java,146,160,selected,2680572.java,178,192
default,20843.java,378,390,default,92262.java,384,396
default,103762.java,110,197,default,66305.java,110,197
selected,211159.java,12,18,selected,2663680.java,12,18
selected,342740.java,436,454,selected,342740.java,460,478
selected,2021481.java,421,432,selected,488310.java,187,198
default,7033.java,1089,1092,default,80658.java,1089,1092
default,11589.java,188,207,default,79176.java,188,207
default,30438.java,82,102,selected,1511012.java,84,107
default,86386.java,66,76,default,9956.java,66,76
selected,87063.java,229,241,selected,87063.java,997,1009
selected,1404839.java,443,529,selected,2141209.java,460,546
selected,132670.java,822,828,selected,466357.java,619,625
selected,2465429.java,351,362,selected,2465429.java,509,522
default,116906.java,280,289,default,19573.java,280,289
default,103146.java,335,349,default,133515.java,335,349
default,16641.java,280,289,default,90330.java,216,225
selected,2634862.java,457,465,selected,2704644.java,449,457
selected,306289.java,61,77,selected,931766.java,61,77
default,113218.java,15,25,selected,280180.java,17,27
default,101876.java,531,549,default,13872.java,564,582
default,121041.java,77,83,default,40921.java,73,79
selected,451068.java,22,31,selected,957795.java,36,45
default,28859.java,571,585,default,28899.java,571,585
default,110422.java,110,123,default,5012.java,110,123
selected,2397323.java,31,48,selected,2399615.java,31,48
default,7033.java,377,391,default,80658.java,377,391
default,130127.java,68,78,default,96443.java,68,78
selected,1524798.java,43,61,selected,1552187.java,147,165
default,46669.java,1439,1525,default,94873.java,1438,1524
selected,1289321.java,151,165,selected,2262577.java,145,159
default,103762.java,280,289,default,15343.java,280,289
default,124942.java,471,479,default,47096.java,479,487
selected,88478.java,706,708,selected,88478.java,1294,1296
selected,1919515.java,92,99,selected,429329.java,100,107
selected,1703223.java,1183,1209,selected,455672.java,1183,1209
selected,138171.java,351,375,selected,1831338.java,388,412
selected,2353926.java,17,34,selected,278332.java,17,34
selected,1012507.java,23,31,selected,2666755.java,331,339
selected,1223584.java,30,45,selected,2589995.java,29,44
selected,2526362.java,248,263,selected,2676115.java,250,265
default,19476.java,277,301,default,89641.java,277,301
selected,2279504.java,166,173,selected,2670076.java,34,41
selected,1103041.java,771,797,selected,1607771.java,771,797
default,5593.java,146,154,selected,1345454.java,148,156
default,19476.java,478,484,default,47613.java,478,484
selected,1736762.java,29,44,selected,2592221.java,40,55
default,103146.java,570,590,default,85127.java,546,568
selected,405325.java,228,258,selected,754113.java,223,253
selected,1460031.java,158,169,selected,323437.java,146,157
selected,2178829.java,226,234,selected,2178829.java,243,251
default,17285.java,203,217,default,77684.java,203,217
selected,2220066.java,202,220,selected,2657030.java,291,309
selected,1111010.java,573,575,selected,2268713.java,452,454
selected,1913203.java,281,298,selected,2640744.java,765,782
selected,1382389.java,1389,1393,selected,2387666.java,1070,1074
selected,1059992.java,749,777,selected,1427655.java,749,777
selected,1461616.java,64,72,selected,940032.java,44,52
selected,2190028.java,131,134,selected,2241852.java,129,132
default,10598.java,346,382,default,112239.java,346,382
selected,1359269.java,71,83,selected,2250793.java,106,118
selected,1832310.java,721,738,selected,2075469.java,734,751
default,52174.java,134,146,default,90813.java,134,146
selected,1221453.java,21,32,selected,332157.java,480,491
