method1_dir,method1_file,method1_startline,method1_endline,method2_dir,method2_file,method2_startline,method2_endline
selected,1467711.java,399,447,selected,1933206.java,493,546
default,122405.java,44,69,default,85260.java,44,69
default,129663.java,133,183,default,23312.java,133,183
default,101935.java,672,682,default,127646.java,687,697
default,103762.java,280,289,default,116906.java,280,289
selected,15343.java,19,39,selected,1694713.java,19,39
default,110800.java,366,379,default,35695.java,373,386
default,107779.java,216,225,default,86322.java,280,289
selected,1340902.java,215,223,selected,77902.java,38,46
default,79176.java,42,59,default,94858.java,42,59
default,101032.java,406,441,default,2085.java,422,457
default,101935.java,806,815,default,60480.java,896,905
default,113218.java,15,25,selected,1011735.java,20,30
default,126904.java,573,603,selected,1966020.java,589,621
default,116279.java,142,209,default,30925.java,142,209
default,125079.java,136,369,default,28083.java,136,369
default,126904.java,1192,1200,selected,1095439.java,495,503
selected,1894507.java,58,65,selected,359725.java,71,78
selected,2286616.java,1162,1192,selected,687849.java,1162,1192
selected,102108.java,296,326,selected,2140356.java,148,178
default,135014.java,247,256,default,76998.java,247,256
default,117081.java,309,347,default,4537.java,309,347
selected,1484466.java,807,819,selected,1484466.java,881,893
default,100171.java,64,71,default,91574.java,64,71
selected,1199345.java,125,137,selected,1314942.java,136,148
default,103146.java,367,379,default,106446.java,367,379
default,29326.java,47,58,selected,1710248.java,49,60
selected,1087894.java,749,777,selected,2638026.java,749,777
default,11942.java,68,78,default,94858.java,68,78
selected,1767848.java,302,320,selected,322934.java,287,305
selected,1133277.java,95,119,selected,1825135.java,98,123
selected,1218605.java,75,100,selected,2637703.java,77,102
selected,706073.java,227,235,selected,901104.java,229,237
selected,100172.java,66,75,selected,2308223.java,710,719
default,135211.java,1217,1226,default,135211.java,1388,1397
selected,1848319.java,67,76,selected,383949.java,85,94
selected,1497711.java,153,171,selected,1497711.java,197,215
default,39812.java,77,87,default,77469.java,77,87
default,116282.java,100,137,default,92154.java,118,155
selected,156559.java,30,45,selected,287164.java,30,45
default,103762.java,308,322,default,42993.java,303,317
default,72588.java,7,22,selected,758050.java,9,24
selected,1030949.java,95,104,selected,1384958.java,99,108
selected,256359.java,96,103,selected,429329.java,100,107
selected,102850.java,13,30,selected,1063382.java,12,29
selected,1017245.java,492,501,selected,2636968.java,481,490
default,57162.java,161,172,default,58092.java,161,172
selected,610533.java,242,251,selected,617516.java,207,216
selected,1819481.java,147,165,selected,1832102.java,146,164
default,122954.java,769,795,selected,110490.java,771,797
selected,1208595.java,185,195,selected,1906177.java,183,193
default,45398.java,125,135,default,86386.java,125,135
selected,1292325.java,35,50,selected,799580.java,34,49
selected,1712712.java,203,213,selected,410013.java,205,215
default,22967.java,349,363,default,50893.java,349,363
selected,1188628.java,104,120,selected,1689753.java,112,128
selected,1619854.java,67,74,selected,2378890.java,74,81
selected,2738230.java,68,86,selected,604084.java,76,94
selected,706073.java,193,200,selected,901104.java,195,202
selected,2483998.java,150,164,selected,528809.java,150,164
selected,1933084.java,296,306,selected,59909.java,344,354
selected,1400704.java,15,32,selected,552536.java,14,31
default,55600.java,377,391,default,76892.java,377,391
default,55600.java,445,478,default,76892.java,445,478
default,103146.java,570,590,default,103762.java,522,544
default,28942.java,1341,1361,default,34614.java,1344,1364
selected,102850.java,32,51,selected,1134793.java,32,49
default,127876.java,146,161,selected,1676335.java,148,163
default,116906.java,260,270,default,43190.java,260,270
selected,2740098.java,63,89,selected,332492.java,63,89
default,16883.java,786,812,selected,1966020.java,787,815
selected,2666755.java,331,339,selected,940032.java,44,52
selected,1409887.java,15,32,selected,2355629.java,15,34
default,95414.java,418,429,selected,369186.java,376,387
selected,776211.java,1185,1216,selected,776211.java,1257,1288
default,128066.java,509,525,default,23689.java,509,525
default,101876.java,531,549,default,87653.java,552,570
default,36477.java,132,205,default,50362.java,132,205
selected,1093569.java,223,238,selected,1140039.java,201,216
selected,2131310.java,66,101,selected,2131310.java,110,145
selected,191185.java,89,95,selected,2597663.java,16,22
selected,2685107.java,462,487,selected,861615.java,749,774
default,27942.java,129,144,selected,1183870.java,163,180
selected,2735580.java,83,97,selected,366977.java,83,97
default,55600.java,1478,1513,default,80658.java,1478,1513
selected,708708.java,1119,1125,selected,708708.java,1127,1133
selected,2351060.java,766,786,selected,27954.java,766,786
default,111045.java,68,125,default,84498.java,68,125
default,22325.java,776,793,default,90433.java,761,778
default,111045.java,330,347,default,22967.java,330,347
default,116906.java,280,289,default,95647.java,280,289
selected,1499724.java,30,50,selected,799914.java,433,453
selected,2189277.java,791,835,selected,774986.java,785,829
selected,1544487.java,197,208,selected,847160.java,158,170
selected,1339727.java,11,19,selected,2006571.java,84,92
default,100171.java,99,111,default,11030.java,99,111
default,40623.java,128,136,selected,597736.java,210,218
selected,258325.java,25,35,selected,602223.java,34,44
default,125700.java,286,320,default,69789.java,286,320
selected,2038811.java,575,605,selected,2481579.java,588,620
selected,1386955.java,161,175,selected,736384.java,161,175
default,125703.java,99,111,selected,2560904.java,82,94
default,112439.java,43,76,default,72683.java,43,76
default,103762.java,546,568,default,76192.java,546,568
selected,1853706.java,532,556,selected,2529707.java,541,565
default,60023.java,65,101,default,68153.java,88,124
default,107017.java,77,83,default,66239.java,58,64
default,101032.java,573,587,default,111936.java,573,587
default,3931.java,482,502,default,49267.java,480,500
default,51983.java,124,131,default,91894.java,290,297
default,106446.java,110,197,default,6937.java,110,197
selected,1379254.java,28,43,selected,2731155.java,30,45
default,50502.java,32,75,default,9443.java,32,75
selected,1280679.java,317,327,selected,2035651.java,317,327
selected,1814816.java,685,694,selected,2604410.java,685,694
selected,2007106.java,392,408,selected,2392487.java,495,511
selected,650511.java,285,302,selected,650511.java,912,931
selected,1617424.java,63,86,selected,551882.java,50,73
selected,1065912.java,145,179,selected,1874328.java,145,179
default,101935.java,352,364,default,15089.java,363,375
default,77684.java,203,217,selected,221088.java,205,219
selected,1688963.java,75,87,selected,2483148.java,234,246
selected,23408.java,666,687,selected,2728717.java,547,568
selected,1524798.java,43,61,selected,169032.java,187,205
default,124449.java,146,172,default,31496.java,146,172
default,100171.java,54,62,default,123780.java,54,62
selected,1040086.java,53,75,selected,541614.java,50,72
default,111045.java,152,159,default,125676.java,152,159
default,108831.java,46,130,default,21828.java,46,130
default,44348.java,26,35,selected,1710248.java,28,37
default,23312.java,60,69,default,73285.java,60,69
default,100171.java,126,138,default,51387.java,126,138
default,122954.java,678,704,default,126904.java,678,704
selected,1475.java,36,79,selected,956116.java,58,101
default,5593.java,34,107,selected,1814620.java,57,130
default,125392.java,200,210,default,54798.java,200,210
default,116591.java,64,71,selected,2560904.java,63,70
selected,1382389.java,1655,1660,selected,2387666.java,182,187
default,17285.java,828,837,selected,995356.java,805,814
selected,1111010.java,600,602,selected,2739179.java,597,599
default,132680.java,792,805,default,132680.java,850,863
selected,2165036.java,176,192,selected,2165036.java,194,210
selected,17290.java,247,283,selected,2263289.java,244,280
default,28942.java,539,569,default,76704.java,543,573
default,50381.java,593,607,default,50607.java,571,585
selected,1203453.java,506,513,selected,1595816.java,499,506
selected,1651073.java,96,114,selected,600009.java,128,144
selected,2362865.java,584,600,selected,2522848.java,585,601
selected,1239513.java,22,29,selected,229916.java,26,33
selected,2556943.java,11,29,selected,871757.java,711,729
default,47997.java,307,341,default,93223.java,311,345
default,7033.java,1755,1760,default,80658.java,1755,1760
selected,539445.java,434,450,selected,539445.java,455,471
default,103762.java,297,306,default,23875.java,297,306
selected,1734164.java,963,970,selected,2409270.java,963,970
selected,2228025.java,1323,1332,selected,46152.java,726,735
default,103146.java,280,289,default,62111.java,280,289
default,102154.java,30,44,default,31811.java,30,44
selected,1284359.java,13,30,selected,2524197.java,13,32
default,12249.java,152,177,default,99256.java,272,297
default,128066.java,647,670,default,2619.java,659,682
selected,1698788.java,411,417,selected,2524570.java,422,428
default,103146.java,570,590,default,109369.java,546,568
selected,1923038.java,154,179,selected,2081470.java,323,348
default,124879.java,410,444,default,32268.java,410,444
default,100801.java,346,377,default,99163.java,346,377
default,134647.java,260,270,default,65982.java,260,270
selected,1483221.java,333,373,selected,244622.java,333,373
selected,1337276.java,214,245,selected,2010829.java,215,246
selected,1831571.java,213,235,selected,667552.java,223,245
default,132820.java,662,685,default,35737.java,697,720
default,123329.java,37,50,selected,1769096.java,41,54
selected,1967310.java,31,48,selected,2076846.java,32,51
selected,2705691.java,52,56,selected,2705691.java,64,68
selected,199484.java,56,64,selected,2224163.java,74,82
selected,14250.java,12,128,selected,1510840.java,12,128
selected,1590562.java,13,34,selected,2047011.java,13,34
selected,1666056.java,569,580,selected,1666056.java,645,656
selected,1578910.java,602,610,selected,2636968.java,468,476
default,103146.java,199,206,default,44830.java,199,206
default,49508.java,239,278,default,7403.java,239,278
default,103146.java,335,349,default,118344.java,335,349
default,103146.java,570,590,default,103762.java,570,590
default,112321.java,349,376,default,125392.java,349,376
selected,1044447.java,67,83,selected,1845939.java,67,83
default,101757.java,900,909,default,71085.java,920,929
selected,1321892.java,462,472,selected,1527985.java,586,596
selected,1748535.java,163,182,selected,1748535.java,184,203
selected,1931851.java,340,349,selected,420209.java,340,349
selected,2695498.java,193,218,selected,422323.java,193,218
selected,1305175.java,29,48,selected,1787802.java,9,28
selected,1823570.java,27,35,selected,56869.java,112,120
selected,1121084.java,40,51,selected,197938.java,245,256
default,71590.java,174,178,default,80404.java,174,178
default,55600.java,738,745,default,7033.java,738,745
selected,1111010.java,573,575,selected,324456.java,480,482
default,116906.java,280,289,default,40375.java,216,225
default,27942.java,22,47,selected,298295.java,38,63
default,43436.java,101,108,default,9956.java,101,108
selected,1224655.java,298,306,selected,2002839.java,298,306
selected,1618528.java,298,309,selected,787465.java,314,325
default,101757.java,759,769,default,94364.java,759,769
default,11974.java,573,587,default,96347.java,573,587
selected,2014002.java,585,596,selected,750560.java,568,579
selected,1414859.java,36,43,selected,2615605.java,26,33
selected,1631784.java,437,452,selected,865606.java,471,486
selected,1791697.java,70,88,selected,2556943.java,11,29
selected,150999.java,91,106,selected,1520527.java,91,106
selected,1213176.java,174,186,selected,2299052.java,18,29
selected,1909698.java,53,64,selected,2695498.java,53,64
default,55600.java,1569,1576,default,76892.java,1569,1576
default,122405.java,34,42,default,80812.java,38,46
default,37706.java,761,771,default,37706.java,799,809
selected,1017245.java,428,437,selected,900584.java,444,453
selected,312364.java,126,134,selected,312364.java,136,144
selected,1395286.java,95,102,selected,349715.java,89,96
selected,1422280.java,232,239,selected,706738.java,230,237
selected,2666844.java,217,228,selected,9324.java,196,207
selected,2444104.java,92,101,selected,670369.java,87,96
default,125700.java,32,62,default,69789.java,32,62
default,1661.java,219,253,default,60102.java,219,253
default,109585.java,368,397,default,68839.java,346,377
selected,2730348.java,576,583,selected,515120.java,1569,1576
selected,2015972.java,48,59,selected,488310.java,187,198
default,49646.java,1520,1543,default,7033.java,1520,1543
selected,1035652.java,99,114,selected,2233480.java,95,110
default,100171.java,73,82,default,49650.java,73,82
default,103146.java,308,322,default,116906.java,308,322
default,100777.java,347,367,default,100777.java,494,514
selected,1336618.java,911,926,selected,1336618.java,938,953
selected,2688283.java,1180,1188,selected,685453.java,1097,1105
selected,1830095.java,603,619,selected,1896080.java,62,78
default,101757.java,509,525,default,49267.java,522,537
default,126904.java,626,668,selected,2365821.java,628,670
selected,1983604.java,525,531,selected,2092267.java,314,320
selected,1569687.java,13,30,selected,2317795.java,14,31
selected,1029559.java,32,51,selected,765090.java,32,51
selected,1168464.java,30,50,selected,1192582.java,31,51
selected,1476209.java,33,53,selected,1827732.java,34,54
default,112321.java,215,224,default,89641.java,215,224
selected,1262288.java,105,114,selected,1262288.java,127,136
selected,1239103.java,840,852,selected,463840.java,972,984
default,118479.java,157,242,default,42700.java,157,242
default,267.java,444,468,default,54016.java,434,458
default,45886.java,54,62,selected,2560904.java,72,80
default,103762.java,522,544,default,81123.java,524,546
selected,1199750.java,92,99,selected,2376971.java,91,98
selected,1853706.java,208,236,selected,2478948.java,210,238
selected,2524197.java,13,32,selected,303112.java,15,34
default,30714.java,210,217,default,5747.java,210,217
default,104167.java,38,134,default,56933.java,38,134
default,129483.java,54,62,selected,2717929.java,285,293
default,106214.java,110,123,default,23118.java,110,123
selected,1199345.java,156,168,selected,1688963.java,75,87
default,23689.java,467,487,default,73087.java,482,502
selected,1354952.java,14,24,selected,2649317.java,17,25
selected,2711455.java,1074,1105,selected,776211.java,1077,1108
selected,1427976.java,19,38,selected,2575654.java,19,38
default,16429.java,77,83,default,36071.java,77,83
default,39958.java,723,886,default,73740.java,722,882
default,122954.java,981,1039,selected,2599719.java,983,1041
selected,1484822.java,39,50,selected,1896080.java,48,59
default,69211.java,140,149,default,79176.java,140,149
selected,102850.java,13,30,selected,408195.java,14,31
selected,1035652.java,13,30,selected,1612648.java,13,30
selected,1450894.java,612,621,selected,46152.java,726,735
selected,1295645.java,53,61,selected,940032.java,44,52
selected,1011915.java,100,110,selected,912805.java,99,109
selected,1353854.java,827,833,selected,2070379.java,781,787
default,127646.java,699,708,default,94364.java,684,693
default,14709.java,255,265,default,62111.java,260,270
selected,2362865.java,116,174,selected,2522848.java,117,175
selected,2483148.java,208,219,selected,708312.java,197,208
default,100171.java,43,52,default,114338.java,43,52
selected,2711455.java,1182,1213,selected,776211.java,1329,1360
default,122405.java,97,111,default,19727.java,97,111
default,11942.java,94,101,default,57162.java,94,101
selected,1696362.java,230,248,selected,387982.java,226,244
selected,2716610.java,417,453,selected,59909.java,385,421
selected,1535234.java,15,33,selected,2657030.java,291,309
selected,2434013.java,384,397,selected,2434013.java,422,434
selected,743040.java,285,301,selected,743040.java,391,406
selected,15044.java,1230,1233,selected,644492.java,370,373
default,101757.java,695,703,default,23689.java,695,703
selected,132670.java,822,828,selected,466357.java,619,625
selected,356375.java,1374,1399,selected,861615.java,749,774
selected,1762694.java,78,84,selected,2015084.java,67,73
selected,176608.java,73,83,selected,2318712.java,456,466
selected,1019843.java,9,20,selected,1963774.java,141,152
default,55600.java,1740,1753,default,76892.java,1740,1753
selected,1561076.java,876,896,selected,2108660.java,891,913
selected,2212922.java,319,357,selected,955867.java,319,357
selected,1202455.java,142,155,selected,1268821.java,327,340
selected,2713526.java,96,103,selected,453369.java,89,96
default,114331.java,705,713,default,90009.java,705,713
default,86705.java,32,65,default,99256.java,92,125
selected,719425.java,626,638,selected,745380.java,647,659
selected,2711455.java,1182,1213,selected,776211.java,1293,1324
default,124942.java,584,592,default,47096.java,592,600
selected,1565465.java,757,767,selected,1565465.java,840,850
default,127646.java,699,708,default,132820.java,699,708
default,129040.java,226,244,default,85400.java,226,244
default,549.java,73,82,selected,2560904.java,52,61
default,125700.java,179,191,default,50893.java,179,191
selected,1211389.java,89,96,selected,2458021.java,92,99
selected,1123260.java,490,504,selected,2529707.java,525,539
selected,100238.java,86,90,selected,2675936.java,95,99
default,132820.java,923,932,default,93223.java,923,932
default,21186.java,571,585,default,58007.java,571,585
selected,2739609.java,117,123,selected,2739609.java,176,182
default,102948.java,306,344,default,535.java,306,344
default,62962.java,47,71,default,66943.java,47,71
selected,1767848.java,164,177,selected,322934.java,160,173
default,128066.java,917,938,default,15089.java,1007,1028
default,101757.java,684,693,default,94364.java,684,693
default,103762.java,280,289,default,42993.java,275,284
selected,2067113.java,513,519,selected,342396.java,104,110
selected,97354.java,247,255,selected,97354.java,596,604
selected,1029839.java,14,31,selected,391616.java,13,30
selected,162537.java,70,80,selected,1963175.java,70,80
selected,1023723.java,24,35,selected,2705355.java,1005,1016
default,28899.java,571,585,default,3880.java,573,587
selected,1577665.java,256,281,selected,2227211.java,550,575
selected,1732241.java,245,314,selected,2273150.java,247,316
default,100859.java,113,124,default,126563.java,113,124
selected,1213789.java,30,45,selected,128809.java,28,43
default,114236.java,91,145,default,54740.java,91,145
selected,1234284.java,70,88,selected,926926.java,63,81
