method1_dir,method1_file,method1_startline,method1_endline,method2_dir,method2_file,method2_startline,method2_endline
default,93943.java,909,922,default,80510.java,909,922
default,5657.java,85,91,default,119807.java,85,91
default,5657.java,233,245,default,119807.java,655,667
default,101144.java,73,82,default,101144.java,54,62
default,93943.java,205,217,default,5657.java,368,379
default,28532.java,1548,1565,default,119807.java,1531,1546
default,53846.java,792,805,default,53846.java,607,619
default,80510.java,132,146,default,39035.java,909,922
default,39035.java,924,937,default,119807.java,394,405
default,108541.java,571,585,default,9693.java,571,585
default,114239.java,803,816,default,124923.java,761,773
default,63057.java,387,397,default,4537.java,387,397
default,71085.java,549,559,default,104653.java,522,537
default,15343.java,199,206,default,89968.java,126,133
default,28532.java,1082,1095,default,39035.java,1155,1170
default,103146.java,493,507,default,103146.java,394,404
default,124843.java,280,289,default,116906.java,280,289
default,93943.java,761,773,default,5657.java,381,392
default,5657.java,263,274,default,124923.java,132,146
default,28942.java,964,988,default,136560.java,915,937
default,76337.java,64,71,default,78023.java,54,62
default,39035.java,1762,1773,default,124923.java,1762,1773
default,39035.java,355,366,default,119807.java,761,773
default,40921.java,73,79,default,54915.java,81,86
default,28532.java,132,146,default,80510.java,355,366
default,32654.java,297,306,default,103146.java,297,306
default,19573.java,705,713,default,79290.java,490,494
default,40221.java,30,44,default,7289.java,30,44
default,116906.java,367,379,default,53104.java,367,379
default,80510.java,1567,1580,default,39035.java,1511,1529
default,41976.java,194,203,default,62476.java,194,203
default,28532.java,775,787,default,80510.java,803,816
default,103762.java,459,472,default,72323.java,459,472
default,118344.java,629,646,default,25053.java,629,646
default,14153.java,72,78,default,18032.java,77,83
default,29666.java,197,210,default,76287.java,458,471
default,39035.java,247,261,default,119807.java,909,922
default,84501.java,443,453,default,64797.java,533,543
default,66600.java,126,138,default,72306.java,126,138
default,36876.java,156,167,default,55722.java,156,167
default,119807.java,1040,1055,default,124923.java,1097,1112
default,94821.java,662,680,default,129715.java,631,648
default,5657.java,1567,1580,default,39035.java,1567,1580
default,132935.java,920,933,default,126019.java,529,542
default,45549.java,687,703,default,6937.java,687,703
default,31794.java,704,714,default,50898.java,443,453
default,83785.java,208,215,default,83785.java,199,206
default,7356.java,103,109,default,101188.java,103,109
default,76845.java,118,124,default,84782.java,118,124
default,109585.java,399,403,default,68839.java,379,383
default,5657.java,559,571,default,124923.java,205,217
default,28532.java,545,557,default,5657.java,233,245
default,41662.java,6,11,default,117763.java,6,11
default,104653.java,549,559,default,104653.java,284,295
default,42612.java,260,270,default,94821.java,255,265
default,96497.java,54,62,default,114161.java,54,62
default,5657.java,132,146,default,124923.java,115,130
default,108171.java,171,178,default,16429.java,174,181
default,48666.java,571,585,default,5224.java,571,585
default,18032.java,118,126,default,8506.java,113,121
default,28532.java,247,261,default,80510.java,789,801
default,28532.java,233,245,default,119807.java,954,967
default,33872.java,570,590,default,98981.java,570,590
default,135495.java,243,252,default,19573.java,243,252
default,36772.java,450,459,default,80007.java,452,461
default,93943.java,954,967,default,28532.java,394,405
default,28532.java,320,331,default,80510.java,761,773
default,28532.java,394,405,default,124923.java,233,245
default,93943.java,1097,1112,default,80510.java,1005,1019
default,86702.java,679,690,default,32033.java,954,966
default,14153.java,459,468,default,12038.java,452,461
default,43954.java,72,79,default,73188.java,60,67
default,118595.java,536,547,default,60222.java,500,511
default,66239.java,77,84,default,80596.java,104,111
default,5657.java,1531,1546,default,5657.java,1040,1055
default,28532.java,247,261,default,5657.java,320,331
default,130280.java,126,130,default,98289.java,126,130
default,28532.java,528,543,default,119807.java,186,203
default,72306.java,73,82,default,72306.java,64,71
default,80510.java,1005,1019,default,5657.java,1511,1529
default,28532.java,954,967,default,80510.java,368,379
default,28532.java,205,217,default,39035.java,424,436
default,4439.java,648,665,default,25053.java,546,568
default,108171.java,472,485,default,116279.java,362,373
default,14955.java,81,89,default,14955.java,69,79
default,80510.java,939,952,default,124923.java,924,937
default,5657.java,1155,1170,default,119807.java,1040,1055
default,109803.java,435,441,default,21860.java,504,510
default,41408.java,99,111,default,40097.java,99,111
default,120094.java,84,91,default,7413.java,84,91
default,118595.java,573,587,default,28899.java,571,585
default,36876.java,175,191,default,15259.java,175,191
default,90320.java,56,63,default,111522.java,56,63
default,114239.java,247,261,default,93943.java,589,601
default,28532.java,1040,1055,default,39035.java,1137,1153
default,48890.java,159,173,default,27366.java,159,173
default,93943.java,775,787,default,119807.java,132,146
default,28918.java,73,85,default,49414.java,73,85
default,76337.java,54,62,default,40097.java,54,62
default,129330.java,20,25,default,27602.java,20,25
default,114239.java,1097,1112,default,93943.java,1460,1476
default,115795.java,136,148,default,115795.java,122,134
default,5657.java,1531,1546,default,39035.java,1155,1170
default,6937.java,308,322,default,92220.java,308,322
default,80510.java,132,146,default,39035.java,589,601
default,93943.java,394,405,default,80510.java,219,231
default,28532.java,1400,1417,default,39035.java,1460,1476
default,58507.java,573,587,default,94357.java,573,587
default,5803.java,132,140,default,1297.java,132,140
default,80510.java,219,231,default,124923.java,205,217
default,86322.java,570,590,default,97360.java,524,546
default,130721.java,63,69,default,9986.java,73,79
default,93943.java,954,967,default,5657.java,954,967
default,93943.java,368,379,default,28532.java,381,392
default,114239.java,1155,1170,default,39035.java,1097,1112
default,39035.java,355,366,default,39035.java,205,217
default,68876.java,741,752,default,23661.java,739,750
default,32260.java,926,941,default,62165.java,907,922
default,5657.java,167,184,default,39035.java,407,422
default,114239.java,924,937,default,93943.java,368,379
default,53104.java,667,685,default,25053.java,667,685
default,15508.java,181,197,default,82554.java,181,197
default,5657.java,132,146,default,39035.java,424,436
default,86702.java,787,801,default,92257.java,803,816
default,112047.java,201,222,default,95270.java,201,222
default,15343.java,474,483,default,98981.java,474,483
default,5657.java,1567,1580,default,119807.java,1495,1509
default,108171.java,73,79,default,32268.java,85,90
default,114239.java,1303,1310,default,28532.java,1362,1369
default,5657.java,394,405,default,124923.java,1735,1745
default,40759.java,656,681,default,129984.java,656,681
default,39035.java,453,470,default,119807.java,453,470
default,1446.java,803,820,default,58180.java,923,940
default,86702.java,787,801,default,32033.java,493,507
default,15343.java,648,665,default,94821.java,517,539
default,3128.java,175,179,default,82554.java,175,179
default,60480.java,495,518,default,15089.java,495,518
default,28532.java,132,146,default,80510.java,528,543
default,101935.java,537,547,default,101935.java,352,364
default,28532.java,276,288,default,39035.java,247,261
default,28532.java,954,967,default,124923.java,276,288
default,98456.java,6,20,default,30983.java,6,20
default,114239.java,263,274,default,119807.java,924,937
default,128528.java,86,91,default,66262.java,58,64
default,61819.java,87,103,default,135094.java,87,103
default,57136.java,133,140,default,19383.java,133,140
default,119807.java,909,922,default,119807.java,545,557
default,63015.java,243,252,default,90330.java,191,198
default,24621.java,394,404,default,118344.java,394,404
default,93943.java,132,146,default,28532.java,320,331
default,9697.java,595,605,default,111391.java,571,581
default,114239.java,909,922,default,28532.java,276,288
default,93943.java,394,405,default,39035.java,545,557
default,18032.java,105,116,default,89284.java,113,124
default,5657.java,954,967,default,5657.java,247,261
default,112013.java,183,197,default,11961.java,183,197
default,75612.java,93,97,default,78023.java,93,97
default,32654.java,509,520,default,92220.java,509,520
default,48890.java,149,157,default,104630.java,149,157
default,19573.java,358,365,default,24621.java,358,365
default,132702.java,455,465,default,132702.java,372,382
default,115646.java,64,71,default,41662.java,64,71
default,114239.java,1005,1019,default,5657.java,1082,1095
default,5657.java,132,146,default,119807.java,132,146
default,120736.java,238,263,default,15508.java,238,263
default,19573.java,705,713,default,25053.java,705,713
default,45549.java,199,206,default,6937.java,199,206
default,86702.java,1062,1073,default,92257.java,692,703
default,61032.java,44,58,default,43829.java,17,31
default,114239.java,954,967,default,5657.java,219,231
default,109369.java,604,617,default,118344.java,604,617
default,114239.java,1460,1476,default,28532.java,1155,1170
default,86702.java,679,690,default,32033.java,911,922
default,93943.java,803,816,default,28532.java,909,922
default,137438.java,325,337,default,15508.java,325,337
default,121978.java,355,363,default,21155.java,355,363
default,40759.java,265,278,default,82554.java,265,278
default,16144.java,67,85,default,90872.java,67,85
default,119019.java,11,28,default,120383.java,11,28
default,39035.java,263,274,default,119807.java,219,231
default,30438.java,174,203,default,28716.java,174,203
default,6937.java,629,646,default,129715.java,572,592
default,128156.java,573,587,default,137408.java,573,587
default,55062.java,85,89,default,101001.java,84,88
default,80510.java,247,261,default,5657.java,167,184
default,80510.java,320,331,default,119807.java,233,245
default,33872.java,280,289,default,129715.java,280,289
default,35737.java,990,999,default,101935.java,900,909
default,92257.java,1062,1073,default,32033.java,745,756
default,106138.java,102,110,default,28025.java,102,110
default,107017.java,336,343,default,16429.java,336,343
default,5657.java,263,274,default,119807.java,320,331
default,2058.java,216,229,default,79290.java,210,223
default,60222.java,537,551,default,2058.java,573,587
default,80510.java,407,422,default,124923.java,132,146
default,119807.java,1137,1153,default,124923.java,1548,1565
default,92257.java,1003,1014,default,32033.java,954,966
default,118822.java,174,183,default,2131.java,174,183
default,39035.java,205,217,default,119807.java,263,274
default,36772.java,102,113,default,69237.java,73,84
default,19383.java,215,226,default,60222.java,182,196
default,93943.java,924,937,default,93943.java,233,245
default,94308.java,12,18,default,62286.java,12,18
default,114239.java,148,165,default,93943.java,115,130
default,39035.java,167,184,default,124923.java,98,113
default,109585.java,315,326,default,19383.java,295,307
default,5657.java,186,203,default,119807.java,1683,1702
default,15697.java,441,459,default,3335.java,223,242
default,93943.java,132,146,default,28532.java,219,231
default,122628.java,11,28,default,85386.java,11,28
default,5170.java,184,190,default,37645.java,191,197
default,118595.java,385,390,default,79290.java,379,384
default,103146.java,619,627,default,70505.java,621,629
default,28532.java,528,543,default,28532.java,148,165
default,92257.java,851,866,default,92257.java,803,816
default,5657.java,394,405,default,124923.java,132,146
default,92257.java,940,952,default,92257.java,772,785
default,130121.java,186,207,default,97399.java,268,288
default,54798.java,490,501,default,112321.java,490,501
default,114239.java,924,937,default,119807.java,775,787
default,5657.java,276,288,default,124923.java,939,952
default,80510.java,924,937,default,39035.java,205,217
default,39035.java,775,787,default,119807.java,775,787
default,89284.java,456,465,default,12038.java,463,472
default,119807.java,453,470,default,124923.java,148,165
default,119807.java,655,667,default,119807.java,424,436
default,114239.java,205,217,default,114239.java,132,146
default,96545.java,48,62,default,131729.java,48,62
default,125392.java,174,178,default,54798.java,164,168
default,29666.java,458,471,default,29666.java,177,190
default,93943.java,893,907,default,119807.java,877,891
default,84498.java,349,363,default,88856.java,349,363
default,96072.java,200,214,default,102948.java,200,214
default,62476.java,73,82,default,78023.java,73,82
default,93943.java,407,422,default,119807.java,528,543
default,5657.java,233,245,default,119807.java,589,601
default,53104.java,440,452,default,25053.java,440,452
default,28532.java,1567,1580,default,80510.java,1548,1565
default,114239.java,1531,1546,default,93943.java,1511,1529
default,93943.java,1511,1529,default,119807.java,1439,1458
default,93943.java,991,1003,default,39035.java,1097,1112
default,40921.java,93,100,default,66262.java,77,84
default,114239.java,924,937,default,80510.java,276,288
default,80510.java,394,405,default,5657.java,247,261
default,75592.java,219,227,default,19250.java,219,227
default,80510.java,276,288,default,119807.java,368,379
default,114239.java,186,203,default,114239.java,167,184
default,119807.java,1400,1417,default,124923.java,1040,1055
default,89783.java,35,44,default,89783.java,24,33
default,86702.java,868,883,default,86702.java,818,832
default,86702.java,651,664,default,92257.java,666,677
default,93943.java,789,801,default,39035.java,655,667
default,53104.java,570,590,default,53104.java,546,568
default,33872.java,629,646,default,92220.java,648,665
default,39035.java,1400,1417,default,124923.java,1531,1546
default,9697.java,478,482,default,43916.java,527,531
default,552.java,587,595,default,67537.java,587,595
default,104653.java,522,537,default,127646.java,285,296
default,101144.java,43,52,default,78023.java,43,52
default,114239.java,320,331,default,39035.java,219,231
default,118575.java,120,147,default,64797.java,134,155
default,9986.java,435,444,default,80596.java,456,465
default,33872.java,335,349,default,129715.java,335,349
default,92452.java,368,378,default,87653.java,940,950
default,40759.java,339,373,default,129984.java,339,373
default,24692.java,683,708,default,23528.java,683,708
