method1_dir,method1_file,method1_startline,method1_endline,method2_dir,method2_file,method2_startline,method2_endline
selected,957763.java,200,219,selected,957763.java,230,249
selected,1452801.java,96,119,selected,3166.java,85,111
selected,2578615.java,140,145,selected,324456.java,149,154
selected,1926814.java,1048,1074,selected,1926814.java,796,822
selected,211182.java,581,589,selected,687849.java,697,705
selected,2520691.java,210,219,selected,2520691.java,266,275
selected,1163823.java,899,905,selected,1746689.java,899,905
selected,925019.java,571,593,selected,683159.java,708,730
selected,943298.java,402,413,selected,2139847.java,13,24
selected,1736134.java,219,229,selected,1632427.java,259,269
selected,1372864.java,455,465,selected,127068.java,1348,1358
selected,464734.java,72,111,selected,664081.java,74,113
selected,2441793.java,31,39,selected,55063.java,29,37
selected,1536124.java,534,551,selected,151188.java,518,535
selected,658234.java,1062,1078,selected,1536124.java,354,371
selected,1496807.java,990,1048,selected,1802351.java,983,1041
selected,2626073.java,131,153,selected,47314.java,197,219
selected,88478.java,117,125,selected,88478.java,469,477
selected,2173941.java,259,273,selected,1427100.java,257,271
selected,1358554.java,42,62,selected,798975.java,57,83
selected,793117.java,170,176,selected,2635985.java,173,179
selected,2002809.java,182,192,selected,1141442.java,204,214
selected,2727594.java,694,703,selected,687849.java,1053,1062
selected,2252953.java,211,222,selected,2252953.java,285,296
selected,1864887.java,15,25,selected,2441793.java,17,27
selected,1496807.java,573,603,selected,2510322.java,491,521
selected,2626904.java,1128,1141,selected,2510322.java,1046,1059
selected,333959.java,161,175,selected,333959.java,177,192
selected,448380.java,716,726,selected,127068.java,1333,1343
selected,2221661.java,709,746,selected,2388327.java,495,533
selected,172418.java,1166,1199,selected,1087894.java,1145,1178
selected,349540.java,11,23,selected,349540.java,25,37
selected,245579.java,190,204,selected,2225241.java,215,229
selected,373349.java,303,323,selected,373349.java,392,414
selected,1242668.java,177,183,selected,1664129.java,191,197
selected,2082792.java,592,602,selected,742196.java,64,74
selected,658234.java,677,692,selected,1161059.java,525,540
selected,2205390.java,47,53,selected,1600186.java,565,571
selected,2538636.java,130,172,selected,2538636.java,354,399
selected,1828136.java,96,103,selected,1676611.java,83,90
selected,1224151.java,210,216,selected,1318373.java,47,53
selected,2128265.java,131,137,selected,2347107.java,227,233
selected,1957335.java,120,131,selected,902306.java,12,23
selected,1372864.java,257,270,selected,127068.java,480,493
selected,967656.java,255,270,selected,151188.java,259,274
selected,1607771.java,744,760,selected,2640664.java,659,675
selected,2272041.java,653,661,selected,2272041.java,683,691
selected,1266160.java,133,158,selected,1266160.java,160,185
selected,151188.java,594,610,selected,1536124.java,496,513
selected,2606037.java,232,240,selected,2606037.java,242,250
selected,1514471.java,378,391,selected,1529610.java,378,391
selected,967656.java,272,288,selected,967656.java,308,324
selected,448380.java,604,613,selected,1372864.java,483,492
selected,1989955.java,343,379,selected,1989955.java,381,417
selected,1957335.java,133,145,selected,1421935.java,271,283
selected,2093451.java,200,226,selected,2093451.java,118,145
selected,1037587.java,79,86,selected,1292550.java,72,79
selected,27954.java,454,474,selected,2351060.java,454,474
selected,1083174.java,1204,1220,selected,1746689.java,1204,1220
selected,356074.java,1295,1330,selected,1746689.java,1337,1372
selected,2197661.java,9,20,selected,1534009.java,20,31
selected,211182.java,641,649,selected,687849.java,697,705
selected,2274744.java,342,352,selected,1372864.java,373,383
selected,1483221.java,534,560,selected,2510322.java,452,478
selected,2327021.java,137,168,selected,2327021.java,176,207
selected,1767864.java,123,133,selected,1428580.java,133,143
selected,438322.java,493,545,selected,1483221.java,445,507
selected,1090867.java,1058,1066,selected,1527985.java,987,995
selected,1450381.java,83,91,selected,2551520.java,171,179
selected,1926814.java,1118,1144,selected,1926814.java,877,903
selected,608664.java,956,962,selected,347622.java,977,983
selected,1496807.java,1159,1187,selected,1607771.java,1155,1183
selected,2482089.java,329,335,selected,2482089.java,349,355
selected,1256552.java,164,178,selected,2242014.java,149,163
selected,2082792.java,584,590,selected,1311847.java,151,157
selected,1090867.java,670,680,selected,1090867.java,706,716
selected,1525190.java,333,337,selected,729859.java,381,385
selected,2510322.java,880,891,selected,304936.java,960,971
selected,726121.java,94,137,selected,47314.java,58,146
selected,39345.java,502,517,selected,39345.java,519,534
selected,1496807.java,848,874,selected,2510322.java,790,816
selected,1496807.java,268,293,selected,2038811.java,268,293
selected,841716.java,785,798,selected,841716.java,800,813
selected,2466824.java,325,344,selected,2466824.java,295,315
