method1_dir,method1_file,method1_startline,method1_endline,method2_dir,method2_file,method2_startline,method2_endline
selected,2025864.java,356,378,selected,2492070.java,79,101
selected,2543855.java,93,113,selected,955867.java,504,529
selected,3127.java,118,136,selected,714890.java,120,138
selected,1920632.java,13,43,selected,1498552.java,65,95
selected,1437744.java,17,34,selected,2233480.java,17,34
selected,420753.java,109,133,selected,420753.java,184,210
selected,1649824.java,196,218,selected,1649824.java,169,194
selected,2277367.java,190,235,selected,2277367.java,237,286
selected,2355280.java,141,166,selected,372783.java,222,247
selected,743040.java,86,102,selected,743040.java,285,301
selected,525120.java,79,94,selected,628014.java,85,100
selected,69726.java,196,209,selected,2308114.java,418,435
selected,511164.java,125,144,selected,580019.java,116,136
selected,1813289.java,67,85,selected,1661873.java,53,73
selected,1523381.java,297,312,selected,760509.java,126,141
selected,820603.java,31,48,selected,1619323.java,32,49
selected,57710.java,54,72,selected,580019.java,85,103
selected,630282.java,12,24,selected,1545651.java,12,24
selected,968577.java,197,210,selected,1221218.java,663,676
selected,1415233.java,54,72,selected,883949.java,54,72
selected,1702172.java,53,68,selected,2121432.java,52,67
default,116282.java,148,156,default,72846.java,148,156
selected,1295903.java,87,102,selected,644248.java,117,133
selected,233934.java,365,392,selected,2212922.java,504,529
selected,628014.java,198,211,selected,3127.java,203,216
selected,2411651.java,329,354,selected,2553367.java,18,43
selected,2136134.java,13,30,selected,1384801.java,14,31
selected,1396593.java,115,135,selected,883949.java,116,136
default,58326.java,130,162,default,58326.java,198,230
selected,2212922.java,531,571,selected,1791011.java,394,434
selected,440650.java,519,533,selected,440650.java,1134,1148
selected,482941.java,51,69,selected,580019.java,85,103
selected,2599372.java,145,172,selected,712701.java,61,89
selected,1415233.java,83,101,selected,511164.java,92,112
selected,155563.java,64,89,selected,47775.java,212,237
default,58326.java,83,128,default,106460.java,92,146
sample,BubbleSort.java,165,181,sample,BubbleSort.java,201,217
selected,1761885.java,110,153,selected,1610205.java,65,108
default,103760.java,57,80,default,111698.java,18,44
selected,47775.java,160,185,selected,96396.java,162,187
selected,776211.java,1185,1216,selected,776211.java,1293,1324
selected,776211.java,292,301,selected,2711455.java,289,298
selected,743040.java,563,578,selected,1523381.java,297,312
selected,1395381.java,196,217,selected,1395381.java,219,240
selected,1590567.java,14,33,selected,1965175.java,13,34
selected,2706330.java,209,255,selected,2706009.java,208,254
selected,1360561.java,93,116,selected,1874150.java,95,118
selected,47775.java,135,158,selected,96396.java,241,264
selected,120109.java,30,63,selected,1085000.java,30,63
selected,308502.java,199,212,selected,2620397.java,244,257
selected,273212.java,197,210,selected,2309711.java,266,279
selected,2673493.java,104,119,selected,2518074.java,104,119
selected,2392084.java,36,55,selected,150999.java,32,51
default,23311.java,93,147,default,111698.java,87,141
selected,931640.java,91,107,selected,685176.java,48,66
selected,1360343.java,95,113,selected,685176.java,48,66
selected,1745478.java,146,166,selected,580019.java,116,136
selected,1261165.java,316,330,selected,286265.java,317,331
selected,2100337.java,68,81,selected,1331553.java,79,92
selected,1874150.java,95,118,selected,1038530.java,93,116
selected,1524772.java,199,212,selected,3127.java,203,216
selected,1997854.java,98,113,selected,1965175.java,126,141
selected,1921468.java,381,444,selected,831035.java,476,561
