method1_dir,method1_file,method1_startline,method1_endline,method2_dir,method2_file,method2_startline,method2_endline
default,19383.java,381,385,default,21186.java,381,385
default,62165.java,549,554,default,62109.java,549,554
default,128215.java,113,124,default,75612.java,113,124
default,47744.java,54,62,default,106019.java,54,62
default,109803.java,127,165,default,11974.java,135,182
selected,900584.java,508,517,selected,1321892.java,490,499
default,74790.java,73,85,default,24491.java,73,85
selected,807333.java,38,72,selected,1686285.java,41,77
selected,1446744.java,1442,1451,selected,668040.java,227,236
default,1297.java,132,140,default,9295.java,132,140
default,120761.java,118,124,default,117754.java,118,124
default,74756.java,31,46,default,29785.java,31,46
default,31976.java,664,686,default,114675.java,423,445
selected,1590567.java,123,136,selected,2399615.java,84,97
selected,284272.java,343,353,selected,952606.java,327,337
selected,2491945.java,189,218,selected,537342.java,170,205
default,2905.java,128,195,default,62774.java,132,205
default,95704.java,672,680,selected,147839.java,512,520
selected,2190287.java,770,796,selected,707943.java,770,796
default,43916.java,350,411,default,111391.java,283,344
default,66600.java,159,173,default,96501.java,159,173
default,98981.java,414,433,default,15343.java,414,433
default,27552.java,280,289,default,79012.java,280,289
selected,183320.java,234,249,selected,1326963.java,424,441
default,44891.java,73,82,default,56146.java,73,82
default,132039.java,573,587,default,36204.java,573,587
default,60222.java,287,325,default,48666.java,309,347
default,39708.java,6,11,default,56541.java,6,11
default,109003.java,126,133,default,76192.java,199,206
selected,1500609.java,681,731,selected,2471299.java,681,731
default,72306.java,54,62,default,56904.java,54,62
default,48782.java,63,72,default,72131.java,63,72
selected,2235486.java,648,662,selected,1484507.java,569,586
selected,162711.java,128,139,selected,1427100.java,126,137
default,46586.java,50,61,default,17517.java,50,61
default,128221.java,506,515,default,108171.java,450,459
selected,1223791.java,298,309,selected,1440410.java,349,360
default,133291.java,95,108,default,111141.java,95,108
default,132686.java,87,103,default,31130.java,87,103
default,120094.java,126,138,default,62476.java,126,138
default,101032.java,306,344,default,126614.java,306,344
selected,708312.java,159,171,selected,1314942.java,136,148
default,92257.java,851,866,default,92257.java,868,883
selected,1794761.java,128,139,selected,2125396.java,132,143
default,66239.java,99,107,default,137593.java,113,121
default,11262.java,405,410,default,11974.java,385,390
selected,656204.java,568,596,selected,149123.java,568,596
default,1325.java,90,172,default,52305.java,90,172
selected,1153223.java,934,955,selected,1044401.java,976,997
default,70088.java,650,667,default,79012.java,648,665
default,70088.java,631,648,default,97360.java,669,687
selected,658234.java,786,801,selected,2140356.java,255,271
selected,280180.java,31,39,selected,700579.java,29,37
default,90537.java,572,592,default,21681.java,570,590
default,23689.java,806,815,default,94364.java,806,815
default,19543.java,413,448,default,85894.java,413,448
selected,337748.java,513,535,selected,1572991.java,524,546
default,137408.java,526,534,default,74245.java,526,534
default,95529.java,31,54,default,105947.java,31,54
default,42612.java,592,602,default,62365.java,592,602
selected,2512321.java,231,245,selected,238734.java,411,426
default,82554.java,620,630,default,3128.java,620,630
default,83219.java,179,219,default,67921.java,179,219
selected,2701118.java,288,298,selected,700852.java,289,299
default,30055.java,98,124,default,20586.java,98,124
default,93531.java,358,365,default,820.java,358,365
default,130814.java,202,265,default,6658.java,202,265
default,21751.java,126,130,default,38445.java,126,130
default,123451.java,80,84,default,71677.java,80,84
selected,1933266.java,313,328,selected,1874336.java,311,326
default,23336.java,99,111,default,16496.java,99,111
default,16496.java,93,97,default,125703.java,93,97
default,16429.java,105,116,default,32268.java,112,123
default,21860.java,200,214,default,11262.java,204,220
default,102948.java,135,182,default,118496.java,135,189
default,37949.java,229,242,default,56486.java,229,242
selected,1650946.java,8,38,selected,1404994.java,133,163
default,32654.java,414,433,default,73352.java,414,435
default,74778.java,451,466,default,28859.java,513,531
selected,642676.java,222,254,selected,1098066.java,222,254
default,11262.java,271,287,default,74778.java,226,242
selected,1262287.java,878,884,selected,1923478.java,899,905
selected,2376672.java,64,112,selected,2360489.java,53,101
selected,1561076.java,908,934,selected,1402632.java,838,864
selected,1285424.java,977,983,selected,1923478.java,977,983
default,76927.java,142,148,default,76132.java,142,148
selected,304936.java,333,374,selected,597475.java,333,374
default,51702.java,184,198,default,118948.java,184,198
default,36934.java,238,251,default,8509.java,216,229
selected,1957335.java,120,131,selected,388777.java,69,80
selected,1299858.java,790,801,selected,245075.java,803,814
selected,2087638.java,569,585,selected,1161059.java,633,649
selected,1490133.java,230,260,selected,1161059.java,596,631
default,66132.java,11,28,default,31770.java,11,28
selected,2308223.java,347,357,selected,849450.java,355,365
default,115118.java,199,206,default,21681.java,199,206
selected,2319397.java,275,290,selected,1490133.java,502,520
selected,2587973.java,521,529,selected,868705.java,550,558
selected,1712367.java,655,674,selected,1782576.java,585,604
default,115701.java,48,62,default,130704.java,46,60
default,40654.java,381,392,default,65982.java,381,392
selected,1017245.java,259,272,selected,1030949.java,323,336
selected,1849426.java,65,124,selected,2436743.java,67,126
default,100113.java,113,134,default,100948.java,113,134
default,132039.java,488,494,default,57136.java,495,501
default,46050.java,194,203,default,115646.java,194,203
default,108171.java,461,470,default,128528.java,456,465
default,136458.java,506,524,default,19811.java,506,524
selected,1144005.java,186,212,selected,909996.java,64,92
selected,1465010.java,254,270,selected,1161059.java,726,743
selected,1669355.java,59,66,selected,1194610.java,180,187
default,123461.java,507,516,default,107800.java,507,516
selected,413784.java,276,295,selected,2051539.java,283,302
default,76192.java,705,713,default,15343.java,705,713
selected,433427.java,214,227,selected,2692299.java,244,257
default,132787.java,474,483,default,21681.java,474,483
default,36610.java,36,41,default,109133.java,36,41
default,15672.java,256,306,default,92452.java,205,257
default,99399.java,512,516,default,21186.java,503,507
selected,535388.java,530,538,selected,905285.java,313,321
selected,658234.java,643,658,selected,2319397.java,292,309
selected,2671129.java,77,95,selected,2413297.java,82,100
default,63132.java,175,180,default,100919.java,175,180
default,71930.java,691,703,default,129984.java,710,722
default,16883.java,889,915,selected,2599719.java,874,900
selected,162711.java,72,80,selected,373753.java,71,79
default,59549.java,149,157,default,66539.java,149,157
default,78160.java,589,603,default,118948.java,573,587
default,78872.java,169,178,default,54824.java,169,178
selected,256546.java,35,60,selected,2127358.java,35,61
default,1216.java,974,988,default,66268.java,974,988
selected,881932.java,239,255,selected,1774962.java,239,255
