method1_dir,method1_file,method1_startline,method1_endline,method2_dir,method2_file,method2_startline,method2_endline
selected,1448635.java,805,873,selected,1448635.java,805,873
default,124879.java,195,255,default,130721.java,194,256
selected,683557.java,223,307,selected,2432188.java,254,340
default,84131.java,14,76,default,111731.java,14,77
default,131686.java,1169,1270,default,131686.java,1169,1270
default,7819.java,53,166,default,115119.java,50,163
default,71672.java,142,375,default,60710.java,142,375
default,109645.java,699,811,default,44688.java,704,816
default,85594.java,379,476,default,77349.java,381,478
selected,330038.java,72,123,selected,2289122.java,67,123
default,127497.java,61,117,default,84051.java,61,122
default,76704.java,1415,1623,default,34614.java,1415,1623
default,28484.java,655,795,default,21199.java,284,443
default,93902.java,171,236,default,30042.java,171,236
selected,2190287.java,979,1037,selected,2038811.java,983,1041
selected,1475.java,36,79,default,40623.java,35,91
selected,1759377.java,158,239,selected,151188.java,175,257
default,60778.java,223,281,default,60778.java,223,281
default,104510.java,130,197,default,10497.java,141,222
default,40921.java,21,71,default,107017.java,20,75
selected,2213915.java,114,287,selected,2213915.java,114,287
selected,1484507.java,77,149,selected,345285.java,45,134
selected,2091825.java,68,124,selected,2005837.java,197,267
selected,1702294.java,585,638,selected,2397265.java,702,759
selected,725786.java,276,334,selected,725786.java,276,334
selected,1256552.java,402,473,selected,1909964.java,386,457
default,5489.java,20,75,default,5567.java,24,83
selected,899430.java,79,264,selected,1571442.java,75,260
default,72773.java,1292,1355,default,109329.java,1292,1355
default,130158.java,261,360,selected,1291365.java,251,350
selected,2295186.java,1239,1399,selected,977449.java,1413,1589
default,6489.java,346,436,default,6489.java,346,436
selected,1760314.java,37,120,selected,424924.java,37,120
default,11981.java,15,129,default,46669.java,15,144
default,40635.java,1412,1622,default,52174.java,1454,1667
default,46669.java,1065,1143,default,28121.java,850,928
selected,2212922.java,28,119,selected,955867.java,28,119
default,7607.java,41,130,default,21745.java,40,130
selected,1749306.java,135,199,selected,750450.java,106,170
selected,2503498.java,109,174,selected,336994.java,107,173
default,11981.java,1003,1059,default,94873.java,1233,1298
default,102232.java,38,170,default,23859.java,38,170
selected,336575.java,37,110,selected,618244.java,39,113
selected,2358582.java,29,102,selected,2104887.java,30,103
default,88523.java,61,122,default,96648.java,61,117
selected,2431932.java,11,89,default,78479.java,9,97
selected,633614.java,98,221,selected,2594686.java,98,221
selected,1842217.java,189,304,selected,1842217.java,189,304
selected,1404839.java,285,426,selected,2141209.java,294,443
default,28121.java,141,313,default,94873.java,201,389
selected,640092.java,19,128,selected,2314163.java,101,209
default,71677.java,183,246,default,16429.java,188,251
selected,2551520.java,186,239,selected,2323009.java,98,156
selected,916268.java,737,856,selected,916268.java,863,982
default,85594.java,16,115,default,77349.java,16,115
selected,374009.java,155,276,selected,374009.java,155,276
selected,1496807.java,445,507,selected,59218.java,341,403
selected,77873.java,72,145,selected,1616622.java,55,129
selected,2151155.java,112,234,selected,1872221.java,109,231
selected,249418.java,821,893,selected,2290813.java,821,893
default,47767.java,226,288,default,89288.java,238,304
selected,793117.java,19,77,selected,242089.java,19,77
selected,1291365.java,455,535,selected,1453958.java,457,538
default,98546.java,53,166,default,87516.java,53,166
selected,1640527.java,233,293,selected,14104.java,243,304
default,60868.java,315,466,default,28121.java,315,466
default,134888.java,167,247,default,6763.java,167,247
default,44688.java,704,816,default,3560.java,258,370
selected,615198.java,185,246,selected,113958.java,169,230
selected,100428.java,833,917,selected,100428.java,833,917
default,6756.java,202,265,default,85318.java,202,265
selected,466357.java,43,101,selected,132670.java,43,101
default,94873.java,885,943,default,28121.java,750,808
selected,906261.java,28,79,selected,772602.java,29,88
default,58183.java,1474,1578,default,58183.java,1474,1578
default,11518.java,40,158,default,22995.java,40,168
default,71677.java,183,246,default,54915.java,204,270
selected,375548.java,207,280,selected,611927.java,274,347
selected,530789.java,215,301,selected,1215077.java,214,300
default,77531.java,40,129,default,48824.java,379,476
default,106694.java,53,166,default,131683.java,53,166
default,14749.java,11,104,default,35412.java,11,104
selected,15044.java,1789,1876,selected,93071.java,1824,1911
default,48824.java,669,781,default,44688.java,704,816
default,60778.java,27,96,default,47767.java,27,99
default,94873.java,201,389,default,46669.java,201,389
selected,734475.java,597,658,selected,734475.java,532,595
