method1_dir,method1_file,method1_startline,method1_endline,method2_dir,method2_file,method2_startline,method2_endline
selected,2396794.java,197,206,selected,1616206.java,71,79
selected,2364886.java,963,971,selected,831170.java,164,170
selected,2477221.java,36,44,selected,1119204.java,29,39
selected,1218993.java,62,69,selected,1184292.java,125,133
selected,891111.java,379,386,default,122330.java,281,288
selected,96367.java,17,21,default,132686.java,126,130
selected,1459913.java,127,132,selected,2427373.java,312,320
selected,2162368.java,9,22,selected,2354749.java,382,393
selected,2364886.java,68,74,selected,515120.java,319,325
selected,2364886.java,21,26,selected,2247017.java,62,66
selected,2364886.java,1070,1077,selected,719494.java,91,97
selected,2587973.java,477,485,default,9758.java,92,96
selected,2038904.java,732,739,selected,1222850.java,25,35
selected,1029586.java,300,310,selected,1656575.java,311,319
selected,454910.java,105,113,selected,94283.java,57,61
selected,419321.java,1004,1010,selected,419321.java,924,930
selected,2300695.java,193,200,selected,1727117.java,360,369
selected,1125387.java,98,106,default,81946.java,93,97
selected,2636968.java,661,668,selected,1836276.java,76,81
selected,1154951.java,14,19,selected,1234481.java,22,26
selected,1495351.java,23,34,selected,1882811.java,52,64
selected,994393.java,149,153,selected,1129528.java,331,342
selected,1884874.java,129,138,selected,315509.java,96,107
selected,753037.java,89,96,selected,2269128.java,267,275
selected,2587973.java,670,677,selected,794521.java,100,107
selected,2042101.java,357,365,selected,575426.java,96,104
selected,2520395.java,72,80,selected,2705691.java,327,332
selected,2636968.java,661,668,selected,615216.java,335,342
selected,1546713.java,131,138,selected,1722337.java,165,175
selected,303414.java,202,214,selected,2665309.java,523,534
selected,2038904.java,257,265,default,80028.java,93,97
selected,1223605.java,23,28,default,36260.java,44,51
selected,538598.java,385,393,selected,2096326.java,538,549
selected,2024029.java,491,497,default,55896.java,1121,1125
selected,2471299.java,929,934,selected,20260.java,231,236
selected,1550735.java,148,155,selected,2080075.java,500,507
selected,1838762.java,83,90,selected,1200879.java,266,272
selected,1137997.java,54,62,selected,812375.java,175,184
selected,2512558.java,139,151,selected,1666094.java,100,109
selected,185246.java,142,148,selected,41075.java,129,138
selected,2024029.java,499,505,selected,2661719.java,396,404
selected,1639633.java,34,42,selected,2691264.java,13,21
selected,1145637.java,1469,1471,selected,1145637.java,264,266
selected,888514.java,18,26,selected,1352239.java,375,387
selected,2587973.java,477,485,selected,917533.java,419,425
selected,420537.java,25,28,selected,794762.java,184,193
selected,727684.java,1312,1319,selected,257913.java,435,445
selected,2343688.java,602,607,selected,184616.java,1252,1258
selected,668040.java,257,263,selected,874085.java,263,269
selected,736060.java,11,17,selected,209724.java,9,15
selected,1218993.java,62,69,selected,1442652.java,267,273
selected,419321.java,924,930,selected,419321.java,905,911
selected,1639633.java,34,42,selected,1050766.java,1263,1271
selected,1145637.java,1417,1419,selected,1145637.java,940,942
selected,1706362.java,213,217,selected,2680479.java,145,152
selected,1884874.java,283,292,selected,315509.java,425,436
selected,2400040.java,500,507,selected,831170.java,477,484
selected,891111.java,1010,1018,selected,2271974.java,43,51
selected,1857154.java,217,223,selected,743515.java,560,566
selected,1145637.java,1457,1459,selected,1145637.java,284,286
selected,706168.java,21,28,default,10665.java,48,56
selected,2530570.java,97,104,selected,1661438.java,1269,1276
selected,1245213.java,988,995,default,122700.java,64,71
selected,2364886.java,126,132,default,19974.java,142,148
selected,2396353.java,50,59,selected,1141735.java,234,240
selected,1145637.java,1465,1467,selected,1145637.java,872,874
selected,225399.java,323,331,selected,225399.java,250,259
selected,774321.java,47,51,selected,2690835.java,77,85
selected,2636968.java,187,195,selected,1219581.java,761,768
selected,706168.java,21,28,selected,1772906.java,618,625
selected,2038904.java,257,265,selected,1433935.java,120,132
selected,2636968.java,661,668,selected,1836276.java,328,336
selected,1874154.java,36,43,selected,1142875.java,568,572
selected,2525595.java,44,51,selected,1567974.java,13,21
selected,420537.java,25,28,selected,502837.java,446,452
selected,2741218.java,236,241,selected,1955464.java,340,346
selected,345136.java,51,58,selected,2214331.java,27,35
selected,1925989.java,64,72,selected,802879.java,29,37
selected,888514.java,18,26,selected,1166747.java,227,235
selected,1838762.java,83,90,selected,1038576.java,27,33
selected,582374.java,229,244,selected,1341796.java,269,280
selected,275739.java,196,201,default,104721.java,934,944
selected,1146596.java,735,742,selected,1678211.java,26,36
selected,2691040.java,97,103,selected,2691040.java,41,47
selected,798449.java,309,316,selected,798449.java,216,223
selected,1665118.java,553,559,selected,2129195.java,20,27
selected,417748.java,864,870,selected,755568.java,276,282
selected,582316.java,442,450,default,14991.java,31,40
selected,2587973.java,670,677,selected,1578910.java,203,212
selected,2587973.java,670,677,selected,127068.java,922,931
selected,1245213.java,988,995,selected,161691.java,120,131
selected,1145637.java,1421,1423,selected,1145637.java,1344,1346
selected,650666.java,199,206,selected,685933.java,168,174
selected,1154951.java,21,25,selected,2649317.java,29,32
selected,1808453.java,731,736,selected,1656575.java,311,319
selected,1141094.java,1217,1224,selected,1656463.java,140,148
selected,888514.java,18,26,selected,1009575.java,142,154
selected,1245213.java,988,995,default,21134.java,109,116
selected,1141373.java,48,63,selected,797638.java,565,581
selected,1332083.java,189,194,selected,586267.java,388,392
selected,1170355.java,265,274,selected,1170355.java,262,276
selected,23047.java,393,401,selected,2001821.java,403,411
selected,1838762.java,83,90,selected,1241553.java,50,57
selected,592591.java,172,178,selected,2046950.java,287,291
selected,1145637.java,1453,1455,selected,1145637.java,1268,1270
selected,2636968.java,661,668,selected,46516.java,146,154
selected,1145637.java,1465,1467,selected,1145637.java,1453,1455
selected,2691040.java,153,160,selected,2691040.java,33,39
selected,454910.java,105,113,selected,1701067.java,43,51
selected,2636968.java,661,668,selected,2046525.java,104,111
selected,2536342.java,472,481,selected,2532607.java,474,488
selected,1500609.java,391,399,selected,2552304.java,386,394
selected,1706362.java,213,217,selected,1202528.java,102,109
selected,1773163.java,16,22,default,74326.java,142,148
selected,1245213.java,988,995,selected,1965918.java,1042,1047
selected,2427367.java,245,250,selected,2110704.java,62,69
selected,2038904.java,732,739,selected,2005777.java,153,163
selected,1145637.java,1457,1459,selected,1145637.java,231,233
selected,2024029.java,491,497,default,37949.java,208,217
selected,994393.java,149,153,default,112548.java,126,130
selected,1631061.java,93,100,selected,1836276.java,76,81
selected,2364886.java,21,26,selected,2497703.java,415,421
selected,1399584.java,23,29,selected,1205527.java,388,395
selected,1627235.java,234,246,selected,1747086.java,47,57
selected,2373257.java,537,545,selected,2373257.java,508,516
selected,1245213.java,988,995,default,44891.java,73,82
selected,1145637.java,1429,1431,selected,1145637.java,1191,1193
selected,1049521.java,80,88,selected,319315.java,153,164
selected,803484.java,27,34,selected,2432828.java,1119,1125
selected,719905.java,465,471,default,100919.java,93,97
selected,582316.java,442,450,selected,266348.java,41,51
selected,85559.java,164,172,selected,581724.java,57,65
selected,1838762.java,74,81,selected,798975.java,171,178
selected,2343688.java,510,517,selected,1557565.java,216,226
selected,2394091.java,46,51,selected,83815.java,50,60
selected,2162368.java,9,22,default,88023.java,30,44
selected,345136.java,51,58,selected,1186892.java,116,123
selected,368651.java,103,107,default,3702.java,142,148
selected,2364886.java,877,883,selected,2398095.java,197,203
selected,443500.java,342,352,selected,2299705.java,13,21
selected,407716.java,67,76,selected,1372787.java,105,111
selected,23047.java,186,194,default,31571.java,860,873
selected,891111.java,1010,1018,default,59289.java,637,644
selected,1838762.java,83,90,default,121825.java,20,24
selected,1683655.java,81,91,default,83276.java,30,44
selected,835214.java,56,63,selected,952417.java,42,50
selected,2400040.java,398,405,selected,1183324.java,22,29
selected,345136.java,51,58,selected,445537.java,438,444
selected,2343688.java,510,517,selected,1377279.java,339,347
selected,407716.java,67,76,selected,2738935.java,440,445
selected,1665118.java,553,559,selected,2388104.java,419,426
selected,2617107.java,757,767,selected,2084623.java,792,799
selected,1374996.java,98,114,selected,1087206.java,110,141
selected,888514.java,18,26,selected,100372.java,32,41
selected,1838762.java,83,90,default,111522.java,126,130
selected,345136.java,51,58,selected,2167620.java,37,41
selected,2266018.java,99,105,selected,2589479.java,663,669
selected,2660786.java,315,321,selected,883569.java,123,128
selected,2400040.java,500,507,selected,2281397.java,142,150
selected,541481.java,406,410,selected,2343688.java,484,492
selected,76730.java,248,253,selected,1262012.java,327,332
selected,2427367.java,157,161,selected,2330198.java,582,591
selected,1081621.java,383,392,default,18628.java,823,834
selected,2038904.java,257,265,selected,2521072.java,184,194
selected,1145637.java,1401,1403,selected,1145637.java,1159,1161
selected,581923.java,213,220,selected,581923.java,204,211
selected,2042101.java,357,365,selected,575886.java,50,55
selected,774321.java,47,51,default,9758.java,404,407
selected,608828.java,152,154,selected,2703993.java,42,44
selected,668040.java,257,263,default,96501.java,36,41
selected,2617107.java,745,755,selected,1245124.java,402,413
selected,420537.java,25,28,default,121294.java,126,130
selected,2364886.java,68,74,selected,1219581.java,95,99
selected,1145637.java,1457,1459,selected,1145637.java,663,665
selected,2670230.java,231,234,selected,1007804.java,290,301
selected,84634.java,777,784,selected,1996118.java,33,37
selected,1838762.java,83,90,selected,948028.java,87,91
selected,1129049.java,7,16,default,61866.java,100,108
selected,2416097.java,135,137,selected,1810277.java,63,65
selected,2587973.java,189,197,selected,2636968.java,424,433
selected,1773163.java,16,22,selected,2602283.java,364,368
selected,1218993.java,62,69,selected,2422500.java,214,223
selected,2560617.java,861,870,selected,447499.java,119,134
selected,1137997.java,54,62,selected,1905740.java,295,302
selected,1145637.java,1425,1427,selected,1145637.java,860,862
selected,915510.java,698,708,selected,915510.java,680,688
selected,1453973.java,19,23,selected,13003.java,167,172
selected,2042101.java,357,365,selected,442100.java,404,410
selected,891111.java,1010,1018,selected,2427373.java,299,307
selected,1145637.java,1393,1395,selected,1145637.java,1175,1177
selected,736060.java,11,17,selected,213696.java,12,16
selected,346661.java,107,112,selected,2073924.java,107,114
selected,592591.java,172,178,selected,2046950.java,261,265
selected,204417.java,122,127,selected,516822.java,161,166
selected,1544773.java,393,400,selected,1184292.java,125,133
selected,1223605.java,23,28,selected,16261.java,132,139
selected,994393.java,149,153,selected,1807664.java,31,38
selected,2530570.java,86,95,selected,1422595.java,388,398
selected,2364886.java,919,927,selected,515120.java,1283,1291
selected,2691040.java,81,87,selected,2691040.java,49,55
selected,1838762.java,74,81,selected,1976491.java,53,64
selected,2400040.java,1165,1174,selected,1836159.java,282,287
selected,1245213.java,988,995,selected,556725.java,16,22
selected,1145637.java,1425,1427,selected,1145637.java,824,826
selected,85559.java,164,172,selected,1766426.java,7,18
selected,2587973.java,189,197,selected,2627941.java,290,300
selected,1550735.java,148,155,default,23661.java,635,642
selected,84634.java,898,904,default,7993.java,142,148
selected,2367384.java,73,79,selected,492901.java,259,266
selected,706168.java,21,28,selected,542853.java,35,44
selected,2400040.java,1009,1017,selected,2400040.java,415,422
selected,30798.java,28,38,selected,1108107.java,282,292
selected,1032848.java,463,469,selected,2060290.java,240,246
selected,2636968.java,187,195,selected,100172.java,1113,1120
selected,840647.java,1088,1090,default,100579.java,73,77
selected,166902.java,31,35,default,73265.java,126,130
selected,2710089.java,210,220,selected,2211139.java,192,207
selected,2400040.java,957,965,selected,1219581.java,95,99
selected,994393.java,149,153,selected,1529792.java,144,154
selected,2556197.java,603,614,selected,2556197.java,565,577
selected,1048355.java,187,197,selected,2680479.java,57,69
selected,797836.java,228,235,default,115203.java,131,137
selected,1049521.java,80,88,selected,2386208.java,99,108
selected,1141094.java,454,459,selected,2696503.java,117,120
selected,2087638.java,62,75,selected,225359.java,65,79
selected,1838762.java,74,81,selected,2571694.java,41,50
selected,1161571.java,403,408,selected,2535503.java,761,767
selected,84634.java,359,365,selected,2398095.java,197,203
selected,1676100.java,62,70,selected,561311.java,298,307
selected,2212775.java,34,46,selected,936842.java,256,263
selected,888514.java,18,26,selected,535600.java,135,143
selected,1459913.java,127,132,selected,1630118.java,48,57
selected,2556197.java,497,505,selected,999100.java,542,554
selected,817623.java,11,17,selected,2393609.java,104,110
selected,1032848.java,258,264,selected,2383354.java,377,381
selected,2364886.java,274,280,selected,2364886.java,245,253
selected,1144055.java,265,271,default,16496.java,36,41
selected,2556197.java,623,630,selected,4985.java,99,106
selected,2368686.java,41,47,selected,1157126.java,17,23
selected,1565848.java,159,165,selected,1111010.java,145,150
selected,1245213.java,988,995,selected,1701067.java,43,51
selected,1691127.java,1355,1363,selected,2461999.java,308,315
selected,1494560.java,169,177,selected,2686228.java,17,25
selected,1145637.java,1453,1455,selected,1145637.java,936,938
selected,535005.java,27,31,selected,2434421.java,29,32
selected,1573324.java,52,60,selected,1664604.java,64,72
selected,2512558.java,27,33,selected,920276.java,189,203
selected,2087638.java,62,75,selected,658234.java,71,87
selected,2670230.java,220,222,selected,704843.java,50,57
selected,275739.java,196,201,selected,496812.java,61,67
selected,817623.java,11,17,default,58057.java,126,130
selected,2042101.java,357,365,selected,1705239.java,642,651
selected,10600.java,121,129,selected,780887.java,178,184
selected,1859003.java,476,486,default,72595.java,27,35
selected,1137997.java,54,62,selected,1663295.java,118,127
selected,2364886.java,919,927,selected,1007689.java,188,194
selected,2587973.java,670,677,selected,1030949.java,528,537
selected,1459913.java,127,132,selected,518518.java,297,307
selected,1145637.java,1425,1427,selected,1145637.java,259,261
selected,1145637.java,1429,1431,selected,1145637.java,1344,1346
selected,420537.java,25,28,selected,1089010.java,118,124
selected,713062.java,302,308,selected,1699778.java,422,431
selected,166902.java,31,35,selected,543510.java,133,139
selected,538598.java,385,393,selected,2096326.java,554,565
selected,1436558.java,247,256,selected,164406.java,160,169
selected,1029586.java,300,310,selected,2102204.java,180,189
selected,2636968.java,187,195,selected,127068.java,379,388
selected,713062.java,302,308,selected,96265.java,135,145
selected,2617107.java,757,767,selected,1835616.java,268,272
selected,1838762.java,83,90,selected,1142875.java,579,583
selected,706168.java,21,28,selected,989562.java,91,97
selected,1573324.java,52,60,selected,1971966.java,27,35
selected,1145637.java,1405,1407,selected,1145637.java,787,789
selected,1032848.java,258,264,default,44679.java,142,148
selected,1838762.java,74,81,selected,1067892.java,49,55
selected,2587973.java,670,677,selected,1322429.java,988,997
selected,2068285.java,30,39,selected,400714.java,53,64
selected,964652.java,63,71,selected,400521.java,33,41
selected,96367.java,17,21,default,121825.java,20,24
selected,443319.java,476,483,selected,1805947.java,485,492
selected,2587973.java,670,677,selected,1477376.java,266,275
selected,1145637.java,1425,1427,selected,1145637.java,663,665
selected,2587973.java,477,485,selected,2636968.java,200,208
selected,1145637.java,1373,1375,selected,1145637.java,783,785
selected,1500609.java,894,900,selected,1572991.java,899,905
selected,1048355.java,202,212,selected,2082697.java,72,80
selected,367085.java,114,117,selected,543510.java,141,147
selected,1145637.java,1413,1415,selected,1145637.java,948,950
selected,713062.java,302,308,selected,1067892.java,64,70
selected,1857154.java,217,223,selected,2690835.java,33,39
selected,994393.java,149,153,selected,1580574.java,37,44
selected,2587973.java,189,197,selected,868705.java,161,170
selected,1821699.java,97,110,selected,2037747.java,28,40
selected,454910.java,105,113,selected,327954.java,740,747
selected,1218993.java,154,161,selected,691518.java,195,201
selected,1032848.java,463,469,selected,1814816.java,173,179
selected,1884874.java,59,68,selected,315509.java,452,463
selected,1459913.java,127,132,selected,141591.java,136,143
selected,1483105.java,372,377,default,81841.java,799,805
selected,706168.java,21,28,selected,2599856.java,77,81
selected,1826673.java,80,87,default,117619.java,21,23
selected,1145637.java,1457,1459,selected,1145637.java,1204,1206
selected,2343688.java,602,607,selected,2529707.java,604,609
selected,713062.java,302,308,selected,1050766.java,1410,1419
selected,172253.java,49,59,selected,2084529.java,800,807
selected,2512558.java,139,151,selected,289346.java,30,38
selected,1808453.java,731,736,default,20690.java,140,150
selected,713062.java,302,308,selected,1480760.java,90,103
selected,303414.java,202,214,selected,3647.java,1018,1030
selected,2587973.java,670,677,selected,211182.java,490,499
selected,1145637.java,1381,1383,selected,1145637.java,799,801
selected,389142.java,65,78,selected,2269084.java,165,175
selected,1029586.java,546,553,selected,2239915.java,296,304
selected,1706362.java,213,217,selected,2556553.java,252,258
selected,1592829.java,365,370,selected,1144876.java,167,173
selected,2636968.java,661,668,selected,2359673.java,112,118
selected,706168.java,21,28,selected,1394601.java,90,96
selected,1145637.java,1453,1455,selected,1145637.java,1369,1371
selected,1706362.java,213,217,selected,1752615.java,116,123
selected,1631061.java,44,50,selected,769719.java,133,139
selected,2038904.java,257,265,default,17407.java,10,21
selected,2343688.java,753,757,selected,743515.java,560,566
selected,1514414.java,67,69,selected,2268671.java,257,259
selected,1137997.java,256,263,selected,1606445.java,156,168
selected,1145637.java,1457,1459,selected,1145637.java,650,652
selected,1838762.java,74,81,selected,2172732.java,146,152
